ECG_I,PPG_RED,PPG_IR,{'Hz': 250}
-679545,410998,429106,
-679363,411206,429423,
-678970,411395,429586,
-678474,411637,429922,
-678032,411790,430138,
-677817,411931,430327,
-677948,412042,430494,
-678393,412223,430719,
-678964,412311,430933,
-679415,412454,431039,
-679603,412531,431155,
-679555,412676,431326,
-679421,412704,431437,
-679347,412806,431482,
-679391,412784,431601,
-679519,412834,431580,
-679655,412851,431678,
-679715,412797,431632,
-679633,412701,431659,
-679402,412699,431578,
-679099,412668,431619,
-678882,412641,431584,
-678907,412488,431524,
-679219,412515,431539,
-679700,412462,431471,
-680132,412358,431350,
-680329,412357,431390,
-680244,412362,431400,
-679986,412282,431451,
-679745,412226,431362,
-679678,412251,431380,
-679819,412238,431448,
-680068,412199,431407,
-680264,412317,431433,
-680293,412223,431405,
-680165,412238,431453,
-680007,412214,431456,
-679985,412259,431511,
-680201,412306,431509,
-680630,412343,431625,
-681120,412366,431688,
-681462,412408,431778,
-681504,412504,431876,
-681254,412559,432032,
-680893,412622,432101,
-680662,412705,432212,
-680699,412821,432372,
-680937,412925,432528,
-681157,413102,432727,
-681139,413231,432826,
-680831,413364,432972,
-680387,413453,433139,
-680076,413570,433286,
-680097,413696,433506,
-680447,413817,433625,
-680936,413923,433774,
-681324,414066,433969,
-681477,414125,434001,
-681427,414228,434191,
-681304,414366,434447,
-681234,414534,434530,
-681285,414583,434593,
-681465,414637,434709,
-681748,414806,434971,
-682079,414871,435071,
-682375,414993,435236,
-682549,415174,435398,
-682544,415309,435552,
-682364,415442,435781,
-682068,415576,435917,
-681752,415687,436059,
-681527,415811,436333,
-681490,415991,436485,
-681684,416080,436612,
-682055,416231,436746,
-682460,416362,436933,
-682732,416539,437188,
-682771,416602,437275,
-682580,416744,437511,
-682243,416849,437602,
-681880,416965,437766,
-681613,417084,437978,
-681553,417186,438087,
-681754,417308,438283,
-682165,417454,438399,
-682621,417541,438586,
-682937,417696,438721,
-683035,417831,438864,
-682992,417903,439038,
-682952,418008,439164,
-683002,418167,439294,
-683129,418239,439470,
-683289,418347,439623,
-683472,418475,439773,
-683679,418551,439908,
-683866,418661,440111,
-683958,418761,440208,
-683954,418858,440365,
-683990,418946,440390,
-684263,419037,440568,
-684877,419070,440724,
-685763,419137,440750,
-686743,419175,440887,
-687661,419306,441015,
-688429,419371,441135,
-688942,419457,441207,
-688996,419476,441280,
-688312,419572,441421,
-686720,419701,441528,
-684370,419723,441599,
-681767,419827,441773,
-679606,419911,441882,
-678490,420012,442089,
-678755,420074,442129,
-680436,420152,442202,
-683290,420224,442334,
-686819,420257,442405,
-690321,420309,442519,
-693064,420425,442640,
-694564,420472,442781,
-694777,420536,442845,
-694080,420560,442858,
-693038,420681,442987,
-692128,420737,443145,
-691565,420801,443244,
-691306,420889,443337,
-691180,420907,443452,
-691051,421052,443574,
-690910,421095,443633,
-690846,421153,443671,
-690940,421178,443818,
-691175,421254,443956,
-691435,421375,444035,
-691579,421395,444045,
-691534,421435,444135,
-691331,421618,444313,
-691072,421685,444473,
-690845,421747,444531,
-690654,421811,444638,
-690441,421858,444795,
-690181,421969,444884,
-689945,422011,444955,
-689871,422100,445107,
-690025,422187,445233,
-690314,422271,445283,
-690534,422321,445302,
-690531,422356,445428,
-690309,422322,445461,
-689997,422302,445454,
-689720,422214,445342,
-689499,422070,445219,
-689282,421760,444947,
-689025,421404,444593,
-688751,420946,444070,
-688520,420419,443540,
-688372,419765,442833,
-688277,418960,442044,
-688141,418170,441059,
-687859,417276,440066,
-687394,416416,439089,
-686821,415539,438028,
-686299,414544,436916,
-685960,413579,435811,
-685816,412735,434772,
-685758,411941,433809,
-685661,411129,432893,
-685496,410427,431997,
-685351,409755,431214,
-685334,409151,430423,
-685435,408573,429691,
-684928,408044,429099,
-684390,407689,428507,
-684019,407256,428066,
-684029,407044,427667,
-684435,406732,427357,
-685074,406563,427138,
-685740,406389,426803,
-686331,406309,426708,
-686887,406200,426549,
-687516,406146,426417,
-688287,406062,426376,
-689188,406078,426263,
-690149,406052,426265,
-691103,406155,426307,
-691996,406165,426381,
-692766,406184,426376,
-693344,406266,426475,
-693706,406376,426600,
-693924,406483,426698,
-694144,406626,426835,
-694478,406653,426933,
-694903,406835,427174,
-695271,407008,427349,
-695453,407180,427517,
-695473,407326,427699,
-695517,407435,427925,
-695781,407637,428102,
-696319,407829,428312,
-697024,407957,428573,
-697740,408143,428731,
-698382,408348,429060,
-698950,408540,429312,
-699460,408737,429531,
-699895,408917,429773,
-700211,409177,430047,
-700377,409385,430267,
-700380,409595,430538,
-700228,409802,430796,
-699955,410004,431108,
-699643,410271,431363,
-699404,410484,431727,
-699310,410709,431931,
-699333,410931,432282,
-699361,411099,432421,
-699294,411302,432737,
-699147,411540,433029,
-699044,411710,433142,
-699113,411876,433468,
-699364,411980,433618,
-699669,412174,433835,
-699853,412261,434000,
-699827,412412,434202,
-699636,412526,434344,
-699399,412653,434414,
-699189,412708,434544,
-698988,412716,434648,
-698744,412710,434657,
-698474,412782,434736,
-698306,412800,434739,
-698394,412748,434796,
-698774,412768,434793,
-699299,412685,434783,
-699699,412699,434799,
