ECG_I,PPG_RED,PPG_IR,{'Hz': 250}
-1396147,390022,405186,
-1395946,389878,405133,
-1395596,389682,405141,
-1395038,389417,405066,
-1394322,389233,405117,
-1393562,389093,405120,
-1392825,388859,405128,
-1392131,388711,405149,
-1391532,388167,404698,
-1391135,387822,404944,
-1390968,388120,405277,
-1390872,388065,405513,
-1390590,388145,405735,
-1390018,388290,405954,
-1389334,388349,406271,
-1388838,388465,406452,
-1388666,388482,406651,
-1388680,388624,406885,
-1388622,388655,407029,
-1388338,388875,407314,
-1387807,388949,407456,
-1387016,388988,407671,
-1385889,389013,407773,
-1384381,389033,407888,
-1382594,388995,407934,
-1380744,389071,408078,
-1379000,389042,408190,
-1377413,389147,408313,
-1375993,389216,408455,
-1374809,389166,408554,
-1373955,389178,408499,
-1373417,388990,408487,
-1373044,389061,408527,
-1372682,389081,408638,
-1372314,389177,408727,
-1372030,389261,408911,
-1371879,389431,409044,
-1371806,389508,409185,
-1371747,389664,409348,
-1371727,389741,409560,
-1371796,389922,409666,
-1371901,389947,409673,
-1371874,389977,409780,
-1371603,390036,409901,
-1371176,390050,410009,
-1370827,390079,410087,
-1370726,390192,410255,
-1370866,390186,410407,
-1371139,390308,410591,
-1371488,390410,410758,
-1371923,390522,410943,
-1372401,390825,411191,
-1372766,390939,411398,
-1372840,391034,411532,
-1372556,391152,411724,
-1371953,391257,411897,
-1371058,391358,412000,
-1369854,391358,412024,
-1368426,391310,412037,
-1367120,391290,412071,
-1366457,391263,412111,
-1366823,391232,412086,
-1368208,391237,412134,
-1370236,391253,412158,
-1372387,391249,412176,
-1374209,391285,412211,
-1375391,391282,412248,
-1375790,391343,412278,
-1375491,391321,412315,
-1374805,391417,412346,
-1374098,391378,412357,
-1373562,391422,412401,
-1373157,391443,412404,
-1372787,391445,412394,
-1372493,391455,412368,
-1372423,391540,412517,
-1372615,391515,412488,
-1372889,391520,412464,
-1372983,391535,412458,
-1372815,391558,412539,
-1372543,391476,412562,
-1372399,391545,412572,
-1372476,391685,412661,
-1372704,391773,412755,
-1372963,391792,412769,
-1373165,391810,412771,
-1373229,391782,412748,
-1373082,391861,412768,
-1372734,391754,412764,
-1372353,391813,412750,
-1372164,391906,412819,
-1372245,391941,412791,
-1372448,391914,412738,
-1372554,391828,412529,
-1372490,391653,412393,
-1372355,391576,412236,
-1372261,391439,412093,
-1372199,391366,411962,
-1372099,391249,411813,
-1371967,391200,411722,
-1371884,391133,411687,
-1371862,391078,411520,
-1371776,391075,411498,
-1371481,391039,411388,
-1370993,391072,411353,
-1370483,391029,411297,
-1370100,391099,411268,
-1369837,391064,411295,
-1369605,391130,411201,
-1369388,391092,411214,
-1369267,391135,411185,
-1369282,391215,411303,
-1369328,391290,411317,
-1368782,391602,411340,
-1368714,391740,411408,
-1368864,391831,411499,
-1369169,391901,411713,
-1369578,391927,411717,
-1370103,392007,411747,
-1370732,392005,411820,
-1371362,391984,411886,
-1371864,392024,411882,
-1372230,392071,411848,
-1372570,392206,411922,
-1372977,392223,412007,
-1373407,392293,412104,
-1373758,392351,412118,
-1374043,392381,412289,
-1374418,392474,412330,
-1375008,392555,412387,
-1375726,392561,412428,
-1376309,392655,412526,
-1376550,392728,412610,
-1376472,392698,412647,
-1376270,392734,412685,
-1376124,392778,412742,
-1376099,392858,412791,
-1376196,392894,412832,
-1376413,392982,412942,
-1376714,393037,412979,
-1376982,393112,413079,
-1377083,393236,413120,
-1376999,393371,413236,
-1376860,393428,413398,
-1376814,393485,413512,
-1376878,393486,413519,
-1376949,393472,413611,
-1376952,393498,413633,
-1376927,393545,413657,
-1376954,393558,413664,
-1377036,393634,413708,
-1377116,393736,413744,
-1377181,393756,413920,
-1377284,393836,413946,
-1377445,393830,413963,
-1377557,393828,414041,
-1377489,393824,414069,
-1377256,393833,414007,
-1377052,393883,414011,
-1377054,393921,414028,
-1377240,393964,414114,
-1377566,394083,414261,
-1377682,394136,414321,
-1377883,394185,414352,
-1378064,394251,414357,
-1378152,394347,414454,
-1378193,394395,414467,
-1378260,394373,414568,
-1378323,394473,414656,
-1378270,394601,414676,
-1378076,394620,414740,
-1377886,394663,414779,
-1377884,394647,414794,
-1378090,394623,414812,
-1378352,394550,414860,
-1378518,394618,414927,
-1378590,394592,414990,
-1378659,394736,415073,
-1378742,394707,415142,
-1378748,394720,415165,
-1378625,394742,415235,
-1378471,394659,415200,
-1378456,394636,415199,
-1378634,394564,415205,
-1378904,394494,415224,
-1379144,394562,415235,
-1379336,394636,415364,
-1379525,394656,415364,
-1379693,394708,415409,
-1379753,394761,415534,
-1379673,394767,415583,
-1379545,394801,415565,
-1379487,394858,415602,
-1379486,394836,415590,
-1379415,394804,415550,
-1379209,394807,415608,
-1378976,394781,415548,
-1378893,394754,415516,
-1379002,394665,415489,
-1379166,394626,415440,
-1379225,394564,415433,
-1379155,394640,415450,
-1379042,394663,415445,
-1378947,394611,415443,
-1378863,394603,415415,
-1378801,394636,415475,
-1378845,394671,415513,
-1379052,394635,415497,
-1379339,394626,415564,
-1379529,394623,415602,
-1379547,394661,415583,
-1379537,394694,415656,
-1379714,394739,415731,
-1380123,394893,415831,
-1380581,394883,415944,
-1380875,394953,416034,
-1380979,395021,416155,
-1381034,395125,416219,
-1381140,395110,416293,
-1381228,395192,416295,
-1381177,395175,416374,
-1380992,395181,416365,
-1380816,395189,416332,
-1380782,395162,416358,
-1380888,395143,416307,
-1381049,395160,416301,
-1381202,395083,416237,
-1381317,395070,416167,
-1381308,395008,416202,
-1381019,395014,416192,
-1380342,395040,416174,
-1379335,395039,416227,
-1378198,395085,416267,
-1377156,395132,416249,
-1376390,395148,416251,
-1376089,395123,416277,
-1376455,395148,416258,
-1377579,394999,416171,
-1379281,395100,416131,
-1381126,395092,416140,
-1382667,395060,416095,
-1383684,395141,416104,
-1384203,395182,416102,
-1384323,395116,416092,
-1384099,395224,416122,
-1383596,395210,416151,
-1382978,395183,416131,
-1382461,395271,416124,
-1382141,395244,416125,
-1381927,395278,416168,
-1381684,395277,416158,
-1381422,395288,416185,
-1381291,395304,416192,
-1381407,395330,416191,
-1381700,395322,416194,
-1381983,395313,416155,
-1382132,395334,416176,
-1382152,395288,416122,
-1382100,395296,416089,
-1382001,395241,416038,
-1381887,395233,416020,
-1381852,395286,416024,
-1381995,395161,415912,
-1382260,395134,415843,
-1382427,395033,415674,
-1382303,395019,415591,
-1381945,394868,415438,
-1381619,394781,415250,
-1381537,394667,415076,
-1381658,394623,414940,
-1381772,394569,414791,
-1381751,394471,414657,
-1381650,394473,414483,
-1381572,394426,414371,
-1381515,394440,414256,
-1381395,394411,414184,
-1381181,394444,414095,
-1380943,394406,413975,
-1380731,394415,413875,
-1380490,394368,413731,
-1380131,394395,413652,
-1379684,394423,413679,
-1379293,394498,413751,
-1379063,394499,413690,
-1378938,394520,413675,
-1378791,394498,413691,
-1378595,394553,413745,
-1378458,394652,413663,
-1378472,394687,413644,
-1378588,394721,413719,
-1378687,394771,413770,
-1378742,394782,413702,
-1378875,394794,413685,
-1379209,394750,413731,
-1379723,394781,413696,
-1380277,394823,413718,
-1380766,394897,413790,
-1381212,394950,413789,
-1381684,394962,413794,
-1382195,394932,413801,
-1382694,394982,413840,
-1383150,394966,413818,
-1383574,394998,413850,
-1383956,395001,413849,
-1384242,394946,413838,
-1384406,394952,413786,
-1384542,394971,413787,
-1384794,394924,413752,
-1385202,394998,413715,
-1385626,394954,413709,
-1385894,394985,413778,
-1385994,395033,413762,
-1386074,395004,413724,
-1386246,394944,413726,
-1386446,394937,413689,
-1386528,394917,413750,
-1386474,394920,413740,
-1386442,394922,413831,
-1386585,394988,413848,
-1386864,394988,413866,
-1387089,395005,413920,
-1387142,394986,413947,
-1387086,394995,413995,
-1387065,394976,414057,
-1387132,395043,414085,
-1387235,395081,414146,
-1387337,395079,414204,
-1387471,395137,414180,
-1387658,395135,414199,
-1387810,395098,414197,
-1387806,395054,414116,
-1387651,394960,414045,
-1387527,394849,413974,
-1387619,394750,413979,
-1387940,394803,413944,
-1388319,394762,413878,
-1388586,394762,413941,
-1388703,394844,413911,
-1388737,394887,413962,
-1388746,394915,413927,
-1388755,394887,413978,
-1388806,394929,413997,
-1388958,394971,413968,
-1389188,394955,413889,
-1389335,394975,413972,
-1389215,394958,413905,
-1388833,394979,413932,
-1388426,394870,413799,
-1388275,394885,413852,
-1388453,394934,413864,
-1388787,394906,413884,
-1389058,394959,413848,
-1389187,394913,413846,
-1389233,394887,413843,
-1389249,394871,413810,
-1389225,394842,413754,
-1389178,394777,413716,
-1389208,394734,413711,
-1389406,394721,413641,
-1390064,394693,413629,
-1390032,394686,413642,
