ECG_I,PPG_RED,PPG_IR,{'Hz': 250}
162678,371676,520556,
162410,371745,520611,
162406,371851,520681,
162497,371802,520737,
162520,371795,520809,
162403,371824,520896,
162182,371838,520970,
161974,371914,520943,
161908,371920,521089,
162042,371950,521207,
162314,371951,521184,
162581,372001,521255,
162731,372013,521342,
162766,372009,521407,
162780,372013,521442,
162848,372062,521483,
162962,372091,521621,
163060,372107,521684,
163090,372144,521725,
163044,372242,521860,
162930,372203,521882,
162770,372229,521947,
162627,372344,522009,
162606,372355,522013,
162769,372397,522021,
163043,372394,522161,
163213,372305,522101,
163060,372352,522099,
162513,372333,522185,
161689,372371,522222,
160794,372394,522297,
159987,372370,522292,
159319,372335,522341,
158768,372382,522330,
158298,372374,522334,
157890,372335,522363,
157532,372335,522387,
157211,372323,522435,
156920,372302,522457,
156642,372330,522486,
156330,372323,522516,
155912,372311,522534,
155359,372294,522588,
154773,372321,522647,
154387,372272,522722,
154417,372314,522686,
154861,372265,522709,
155403,372217,522748,
155548,372241,522764,
154898,372203,522831,
153403,372220,522831,
151402,372134,522802,
149452,372117,522862,
148045,372058,522885,
147388,372004,522952,
147363,372003,522909,
147658,371918,522865,
147967,371818,522825,
148125,371771,522947,
148119,371742,522897,
148022,371740,522886,
147906,371647,522928,
147810,371581,522789,
147727,371517,522774,
147612,371435,522595,
147417,371314,522450,
147145,371144,522234,
146896,370950,521880,
146836,370813,521550,
147082,370446,521159,
147599,370138,520547,
148204,369801,520173,
148701,369508,519830,
149015,369428,519590,
149219,369333,519246,
149431,369234,519127,
149703,369123,518898,
149983,368995,518720,
150172,368872,518398,
150196,368633,518062,
150050,368412,517805,
149801,368285,517556,
149584,368194,517438,
149545,368103,517337,
149745,368135,517352,
150088,368085,517303,
150365,368062,517094,
150412,367988,517016,
150249,367963,517002,
150048,367980,517062,
149965,368039,517017,
149980,368030,517029,
149926,368037,516990,
149636,367971,516959,
149075,367961,516891,
148321,367970,516935,
147465,367999,517003,
146556,368065,517082,
145622,368101,517079,
144711,368178,517283,
143889,368232,517294,
143205,368194,517199,
141862,368116,517209,
141428,368248,517376,
140876,368273,517510,
140252,368421,517607,
139718,368493,517754,
139429,368543,517938,
139388,368689,518108,
139422,368825,518260,
139316,368945,518402,
138991,369094,518560,
138549,369209,518624,
138151,369215,518815,
137870,369352,518910,
137657,369453,519032,
137417,369551,519169,
137098,369628,519296,
136711,369622,519328,
136294,369667,519362,
135885,369752,519543,
135530,369750,519528,
135270,369819,519631,
135114,369850,519620,
135025,369885,519767,
134950,369911,519824,
134878,369931,519826,
134843,370002,519925,
134854,369955,519939,
134838,370014,519992,
134660,370001,520035,
134236,370061,520089,
133596,370071,520131,
132860,370084,520160,
132139,370119,520277,
131484,370154,520293,
130920,370153,520421,
130487,370203,520504,
130224,370268,520519,
130105,370249,520461,
130013,370250,520567,
129811,370276,520587,
129448,370281,520632,
128988,370283,520710,
128556,370326,520752,
128265,370298,520751,
128197,370270,520845,
128428,370299,520785,
129006,370252,520879,
129852,370340,520948,
130676,370317,520980,
131030,370305,521095,
130503,370369,521130,
128973,370361,521130,
126719,370342,521251,
124329,370395,521236,
122443,370376,521317,
121477,370374,521316,
121462,370395,521349,
122085,370322,521381,
122884,370373,521460,
123488,370307,521426,
123757,370252,521429,
123755,370222,521392,
123628,370169,521510,
123495,370114,521470,
123423,370029,521443,
123449,369930,521280,
123590,369801,521111,
123817,369714,521040,
124047,369645,520866,
124183,369589,520692,
124176,369522,520496,
124049,369384,520231,
123867,369263,519893,
123690,369131,519634,
123547,369041,519400,
123430,368921,519202,
123299,368865,518885,
123100,368828,518731,
122806,368734,518494,
122470,368625,518249,
122220,368555,518093,
122200,368450,517918,
122478,368423,517739,
122999,368334,517596,
123624,368262,517376,
124202,368135,517226,
124633,368073,517115,
124879,367939,516902,
124942,367787,516742,
124833,367684,516603,
124562,367610,516519,
124144,367457,516376,
123613,367369,516264,
123034,367328,516210,
122477,367207,516103,
121962,367153,515997,
121410,367091,515990,
120670,367004,515907,
119625,367070,516040,
118309,366979,516013,
116920,367027,515923,
115698,366792,515828,
114757,366726,515855,
114026,366751,515853,
113354,366596,515903,
112665,366550,515887,
112023,366499,515830,
111540,366445,515852,
111245,366428,515872,
111060,366279,515937,
110888,366358,515929,
110719,366244,515958,
110604,366165,516000,
110559,366043,515962,
110501,365954,516033,
110312,365919,516094,
109940,365836,516053,
109430,365710,516083,
108850,365631,516098,
108213,365448,516136,
107492,365369,516055,
106678,365282,516071,
105831,365202,516069,
105045,365127,516074,
104394,365059,516098,
103888,364996,516121,
103481,364992,516155,
103086,364924,516198,
102611,364953,516238,
102018,364880,516308,
101359,364796,516310,
100759,364735,516268,
100327,364678,516258,
100089,364639,516297,
99973,364571,516412,
99876,364582,516425,
99710,364464,516306,
99429,364447,516376,
99032,364355,516505,
98566,364347,516621,
98121,364363,516631,
97775,364364,516634,
97533,364368,516775,
97324,364396,516858,
97078,364348,516838,
