ECG_I,PPG_RED,PPG_IR,{'Hz': 250}
69038,589867,656092,
68843,589993,656405,
68788,590125,656624,
68780,590225,656824,
68677,590365,657165,
68476,590490,657381,
68312,590626,657654,
68282,590744,657858,
68342,590933,658140,
68405,591074,658467,
68486,591241,658741,
68682,591315,658957,
69015,591529,659274,
69356,591609,659527,
69547,591738,659716,
69571,591867,659874,
69558,591941,660122,
69621,592001,660313,
69746,592243,660400,
69590,592329,660668,
69335,592388,660806,
68943,592481,660958,
68427,592570,661058,
67934,592701,661302,
67666,592713,661526,
67684,592836,661683,
67836,592898,661694,
67918,593020,661983,
67879,593052,662146,
67837,593220,662412,
67896,593280,662478,
68003,593360,662689,
68027,593455,662830,
67940,593561,663087,
67860,593670,663232,
67907,593736,663349,
68066,593869,663640,
68249,593981,663763,
68455,594080,664023,
68823,594138,664197,
69501,594223,664312,
70469,594472,664659,
71502,594558,664740,
72265,594617,664995,
72424,594727,665262,
71743,594798,665441,
70206,594968,665651,
68133,595037,665808,
66136,595183,666038,
64828,595285,666332,
64457,595289,666471,
64797,595466,666716,
65401,595549,666941,
65958,595683,667166,
66420,595815,667271,
66828,595915,667536,
67136,596002,667815,
67240,596061,668044,
67156,596248,668250,
67053,596320,668474,
67090,596300,668723,
67256,596307,668955,
67421,596262,668938,
67517,596080,668878,
67602,595912,668881,
67738,595570,668661,
67824,595223,667113,
67794,594744,666297,
67935,594142,665432,
68191,593698,664557,
68390,593185,663714,
68447,592660,662786,
68451,592143,661800,
68531,591612,660869,
68691,591112,659917,
68829,590679,659051,
68911,590229,658250,
69038,589793,657534,
69303,589451,656799,
69646,589104,656214,
69903,588866,655657,
70008,588621,655241,
70078,588255,654847,
70260,588297,654539,
70539,588160,654238,
70756,588087,654028,
70799,588023,653906,
70717,588015,653778,
70621,587966,653712,
70529,587987,653666,
70375,587857,653617,
70156,587993,653731,
69987,588102,653724,
69969,588190,653812,
70033,588195,653902,
69977,588294,653960,
69671,588290,654009,
69182,588320,654089,
68681,588381,654220,
68268,588467,654394,
67923,588555,654482,
67614,588662,654648,
67375,588749,654873,
67237,588847,654982,
67128,588933,655122,
66921,589048,655384,
66594,589080,655454,
66309,589218,655686,
66257,589286,655872,
66458,589432,656113,
66731,589572,656450,
66894,589658,656667,
66923,589827,656893,
66916,589992,657205,
66923,590183,657521,
66889,590363,657808,
66782,590454,658012,
66698,590614,658303,
66784,590779,658682,
67060,590932,658873,
67379,591047,659104,
67574,591249,659410,
67608,591343,659641,
67551,591469,659763,
67449,591473,659988,
67285,591672,660140,
67074,591676,660344,
66916,591794,660521,
66897,591847,660613,
66947,591931,660783,
66880,592048,660934,
66605,592044,661050,
66260,592160,661149,
66082,592155,661253,
66157,592258,661390,
66332,592322,661532,
66390,592381,661669,
66275,592270,661787,
66109,592362,661966,
66019,592498,662152,
66008,592612,662228,
66005,592690,662453,
65996,592856,662576,
66034,592918,662770,
66137,593086,662947,
66238,593214,663163,
66299,593310,663392,
66422,593419,663634,
66809,593481,663734,
67558,593598,663945,
68518,593779,664188,
69349,593832,664412,
69699,593948,664574,
69347,594038,664715,
68242,594099,664961,
66546,594247,665156,
64664,594346,665344,
63156,594484,665655,
62452,594611,665818,
62587,594764,666128,
63201,594889,666249,
63851,594924,666457,
64323,595050,666694,
64672,595190,666918,
