ECG_I,PPG_RED,PPG_IR,{'Hz': 250}
-882257,483435,595094,
-883683,483637,595694,
-884689,483999,596141,
-885023,484223,596531,
-884908,484493,597174,
-884830,484778,597638,
-885164,485110,598092,
-885976,485448,598635,
-887080,485707,599177,
-888229,486002,599690,
-889257,486172,600122,
-890096,486439,600405,
-890727,486646,600744,
-891142,486751,601041,
-891362,486876,601295,
-891471,486993,601612,
-891609,487091,601757,
-891913,487274,602031,
-892430,487363,602335,
-893078,487466,602566,
-893679,487591,602839,
-894052,487716,603017,
-894128,487815,603318,
-894036,487956,603648,
-894073,488086,603919,
-894545,488138,604190,
-895536,488363,604490,
-896799,488440,604742,
-897882,488645,605107,
-898414,488426,605194,
-898325,488991,606111,
-897854,489187,606223,
-897366,489180,606501,
-897147,489290,606770,
-897270,489417,606991,
-897569,489464,607050,
-897730,489453,607127,
-897461,489458,607292,
-896674,489571,607438,
-895554,489507,607390,
-894465,489551,607574,
-893775,489670,607801,
-893727,489696,607840,
-894389,489718,607894,
-895647,489809,608066,
-897224,489853,608197,
-898759,489906,608329,
-899955,490043,608368,
-901141,490199,608533,
-900997,490249,608705,
-900625,490243,608733,
-900078,490327,608762,
-899506,490389,608859,
-899056,490411,608913,
-898733,490508,608962,
-898406,490502,609072,
-897959,490580,609055,
-897445,490600,609122,
-897067,490619,609140,
-896996,490688,609249,
-897230,490747,609227,
-897600,490838,609249,
-897894,490904,609424,
-897935,490972,609365,
-897598,491055,609436,
-896838,491075,609572,
-895787,491123,609636,
-894798,491131,609566,
-894305,491086,609687,
-894550,490985,609698,
-895403,490886,609689,
-896445,490788,609452,
-897249,490621,609396,
-897627,490415,609230,
-897653,490241,609156,
-897506,490086,608889,
-897277,489918,608570,
-896924,489959,608459,
-896389,490229,608287,
-895778,490361,608528,
-895426,491319,608856,
-895738,492463,608726,
-896896,493646,609448,
-898645,494501,610449,
-900358,495268,611533,
-901367,495847,612491,
-901378,496288,613193,
-900658,496417,613843,
-899852,496648,614235,
-899548,496637,614450,
-899919,496202,614700,
-900713,495423,614746,
-901531,494599,614232,
-902124,493650,613394,
-902474,493012,612619,
-902684,492425,611828,
-903349,491916,610657,
-903702,491425,610245,
-904136,490837,609775,
-904666,490332,609345,
-905302,489754,608732,
-905994,489267,608201,
-906606,488664,607441,
-906994,488134,606820,
-907143,487680,606113,
-907234,487297,605514,
-907545,486869,604864,
-908273,486446,604201,
-909391,486006,603548,
-910656,485608,602892,
-911752,485154,602322,
-912473,484710,601702,
-912818,484500,601370,
-912947,484150,600915,
-913042,483902,600616,
-913191,483681,600393,
-913391,483487,600121,
-913619,483252,599857,
-913890,483070,599630,
-914229,482789,599404,
-914598,482585,599188,
-914843,482362,599142,
-914745,482214,598997,
-914161,482031,598848,
-913161,481854,598780,
-912064,481626,598627,
-911333,481371,598280,
-911394,481138,598190,
-912484,480974,597949,
-914569,480669,597630,
-917318,480488,597444,
-920125,480307,597178,
-922248,480150,597024,
-923092,479970,596659,
-922514,479687,596369,
-920937,479540,596144,
-919140,479320,595843,
-917865,479198,595572,
-917495,479043,595327,
-918005,478832,595170,
-919095,478756,595053,
-920372,478577,594846,
-921456,478376,594678,
-922051,478284,594593,
-922015,478187,594502,
-921402,478029,594266,
-920443,477999,594244,
-919454,477911,594114,
-918707,477788,594064,
-918329,477819,594044,
-918278,477708,594036,
-918412,477690,594027,
-918587,477625,594041,
-918721,477594,593946,
-918764,477541,593981,
-918664,477427,594012,
-918391,477404,593950,
-918007,477294,593825,
-917667,477235,593853,
-917500,477254,593866,
-917474,477157,593937,
-917395,477262,594048,
-917037,477262,594129,
-916307,477280,594202,
-915310,477316,594367,
