ECG_I,PPG_RED,PPG_IR,{'Hz': 250}
-120142,650525,714384,
-122850,651393,715251,
-127242,652241,716049,
-132056,653067,717003,
-135826,653883,717860,
-137594,654715,718551,
-137284,655442,719439,
-135557,656289,720228,
-133339,657078,721008,
-131370,658049,721888,
-130011,659051,722768,
-129285,659851,723487,
-129030,660803,724388,
-129017,661641,725245,
-129035,662591,725980,
-128936,663412,726778,
-128679,664105,727323,
-128323,664739,727873,
-127987,665443,728422,
-127785,665903,728673,
-127771,666308,728999,
-127924,666567,728946,
-128176,666558,728666,
-128449,666341,728223,
-128688,665900,727632,
-128865,665388,726960,
-128964,664822,726284,
-128980,664387,725623,
-128916,663882,724895,
-128791,663203,724219,
-128634,662750,723572,
-128471,662287,723029,
-128308,661971,722569,
-128132,661584,722075,
-127914,661281,721545,
-127644,661100,721352,
-127359,660826,721084,
-127137,660718,720769,
-127027,660572,720691,
-126975,660459,720449,
-126842,660397,720435,
-126518,660299,720333,
-126046,660306,720266,
-125606,660305,720234,
-125390,660401,720321,
-125459,660384,720255,
-125717,660520,720445,
-126012,660601,720531,
-126238,660737,720665,
-126373,660933,720849,
-126445,661090,720994,
-126505,661283,721167,
-126629,661445,721356,
-126921,661546,721452,
-127458,661751,721688,
-128211,661970,721840,
-129026,662075,722069,
-129712,662331,722397,
-130172,662598,722509,
-130458,662760,722759,
-130697,662939,722980,
-130959,663157,723285,
-131200,663558,723512,
-131304,663793,723884,
-131189,664194,724305,
-130860,664566,724563,
-130401,664998,724989,
-129926,665328,725307,
-129543,665672,725606,
-129329,665892,725774,
-129292,666017,725935,
-129352,666328,726190,
-129377,666420,726303,
-129281,666497,726406,
-129104,666723,726521,
-128990,666689,726540,
-129067,666737,726528,
-129324,666603,726561,
-129609,666749,726548,
-129741,666756,726559,
-129657,666813,726694,
-129461,666777,726586,
-129347,666878,726661,
-129455,666885,726652,
-129770,666937,726729,
-130144,667000,726803,
-130416,666999,726765,
-130512,667032,726834,
-130441,667105,726770,
-130218,666978,726646,
-129823,666901,726637,
-129252,666872,726640,
-128590,666902,726663,
-128002,666883,726568,
-127622,666851,726424,
-127435,666755,726428,
-127286,666584,726256,
-126992,666490,726140,
-126455,666342,725988,
-125666,666293,725931,
-124596,666138,725751,
-123135,665871,725551,
-121198,665771,725445,
-118990,665585,725303,
-117174,665478,725213,
-116693,665307,725013,
-125828,664819,724932,
-129322,664681,724807,
-130936,664560,724717,
-130366,664475,724632,
-128164,664331,724477,
-125274,664192,724516,
-122511,664105,724380,
-120280,664035,724270,
-118613,663832,724217,
-117361,663737,724142,
-116351,663533,724084,
-115446,663322,723880,
-114549,663140,723764,
-113610,662932,723580,
-112656,662684,723413,
-111782,662456,723247,
-111075,662141,722968,
-110542,661661,722724,
-110108,661324,722262,
-109696,660933,721809,
-109286,660460,721302,
-108892,659980,720805,
-108478,659454,720231,
-107937,658994,719565,
-107155,658601,719042,
-106124,658209,718388,
-104959,657697,717797,
-103825,657312,717243,
-102846,656918,716698,
-102053,656506,716226,
-101403,656171,715673,
-100802,655801,715177,
-100134,655300,714708,
-99316,654890,714219,
-98365,654552,713763,
-97404,654109,713213,
-96576,653690,712752,
-95937,653272,712383,
-95431,652960,711916,
-94977,652670,711562,
-94583,652281,711167,
-94342,651931,710878,
-94330,651693,710515,
-94502,651376,710223,
-94696,651199,709966,
-94752,650924,709716,
-94608,650812,709503,
-94316,650640,709270,
-93467,650374,708844,
-93355,650227,708713,
-93323,650110,708686,
-93337,649987,708606,
-93360,649836,708374,
-93355,649663,708403,
-93270,649530,708358,
-93040,649423,708237,
-92616,649350,708303,
-92017,649391,708194,
-91339,649261,708188,
-90707,649119,708138,
-90196,648964,708091,
-89794,648853,708049,
-89415,648827,707879,
-88961,648708,707974,
-88378,648633,707976,
-87679,648484,707883,
-86920,648528,708021,
-86164,648569,708000,
-85446,648488,708041,
-84774,648473,707999,
-84147,648354,708030,
-83579,648279,707975,
-83102,648250,707874,
-82760,648071,707832,
-82585,648002,707769,
-82561,647728,707773,
-82604,647784,707759,
-82585,647707,707635,
-82413,647648,707577,
-82102,647663,707656,
-81767,647545,707628,
-81521,647420,707465,
-81383,647344,707413,
-81265,647277,707368,
-81056,647161,707241,
-80713,647103,707160,
-80285,646989,707054,
-79858,646966,707089,
-79486,646906,707070,
-79181,646794,706952,
-78933,646765,706989,
-78716,646791,706975,
-78488,646844,707034,
-78178,646852,707138,
-77707,646769,707130,
-76983,646859,707234,
-75889,646835,707271,
-74282,646834,707290,
-72123,646815,707271,
-69686,646863,707352,
-67692,646899,707446,
-67110,646829,707453,
-68654,646918,707522,
-72241,646953,707696,
-76858,647046,707701,
-80985,647063,707777,
-83331,647025,707732,
-83412,647095,707909,
-81631,647039,707888,
-78882,647054,707897,
-76040,647059,707937,
-73628,647120,708012,
-71795,647058,707998,
-70477,647069,708065,
-69552,647088,708060,
-68912,647033,708125,
-68465,646930,708091,
-68122,646859,708055,
-67814,646774,707945,
-67501,646639,707807,
-67177,646420,707542,
-66834,646305,707202,
-66446,646064,706929,
-65971,645773,706518,
-65396,645401,706005,
-64753,645001,705388,
-64109,644550,704760,
-63529,644042,704069,
-63055,643650,703576,
-62703,643127,702949,
-62461,642760,702461,
-62277,642276,701870,
-62051,641932,701295,
-61682,641429,700851,
-61123,641064,700380,
-60411,640767,699932,
-59645,640372,699462,
-58916,640072,699195,
-58267,639852,698806,
-57685,639515,698540,
-57126,639276,698290,
-56550,639131,698108,
-55950,639030,697969,
-55381,638888,697789,
-54936,638810,697793,
-54692,638734,697727,
-54647,638726,697635,
-54709,638704,697600,
-54757,638613,697659,
-54714,638580,697649,
-54580,638648,697634,
-54390,638560,697597,
-54163,638525,697657,
-53890,638520,697597,
-53576,638456,697619,
-53274,638402,697595,
-53074,638426,697687,
-53033,638450,697673,
-53128,638367,697677,
-53270,638370,697742,
-53368,638457,697834,
-53388,638446,697884,
-53360,638448,697910,
-53329,638474,698048,
-53287,638549,698138,
-53153,638564,698182,
-52808,638635,698262,
-52189,638578,698254,
-51360,638619,698400,
-50498,638638,698502,
-49794,638705,698538,
-49346,638667,698617,
-49113,638680,698613,
-48977,638585,698713,
-48824,638691,698771,
-48588,638766,698800,
-48249,638697,698799,
-47814,638713,698785,
-47328,638593,698830,
-46869,638535,698808,
-46517,638438,698698,
-46297,638396,698569,
-46162,638317,698603,
-46049,638263,698544,
-45946,638117,698506,
-45907,638028,698440,
-45987,637955,698285,
-46178,637848,698213,
-46389,637668,698077,
-46504,637549,697989,
-46454,637443,697922,
-46256,637459,697883,
-45998,637381,697823,
-45783,637254,697716,
-45668,637163,697825,
-45638,637102,697718,
-45626,637103,697625,
-45573,637027,697573,
-45475,637054,697688,
-45362,637107,697714,
-45252,637076,697729,
-45112,636954,697717,
-44875,636890,697658,
-44465,636825,697737,
-43784,636908,697748,
-42687,636893,697710,
-41034,636930,697801,
-38879,636786,697813,
-36691,636873,697862,
-35337,636892,697889,
-35741,637000,697957,
-38321,636978,698104,
-42611,637012,698081,
-47361,637006,698145,
-51096,637024,698263,
-52796,637068,698310,
-52289,637162,698420,
-50180,637166,698423,
-47440,637221,698564,
-44942,637279,698703,
-43163,637386,698766,
-42152,637431,698942,
-41680,637395,698860,
