ECG_I,PPG_RED,PPG_IR,{'Hz': 250}
-826305,342528,326161,
-826000,342594,326221,
-825683,342658,326211,
-825440,342742,326226,
-825317,342781,326239,
-825305,342842,326170,
-825308,342835,326124,
-825111,342927,326190,
-824389,342909,326092,
-822802,342945,326117,
-820162,342896,326000,
-816572,342811,325940,
-812468,342795,325861,
-808546,342798,325834,
-805603,342782,325867,
-804309,342897,325950,
-804994,342973,326090,
-807498,343052,326221,
-811195,343162,326328,
-815191,343180,326364,
-818622,343266,326491,
-820931,343333,326668,
-821997,343441,326821,
-822092,343579,327008,
-821691,343693,327246,
-821244,343873,327439,
-821004,344029,327648,
-820996,344164,327809,
-821095,344281,327987,
-821167,344429,328234,
-821147,344573,328374,
-821044,344649,328544,
-820881,344775,328729,
-820659,344900,328916,
-820357,344979,329129,
-819973,345138,329282,
-819536,345256,329567,
-819092,345415,329795,
-818673,345518,330035,
-818286,345599,330247,
-817925,345755,330492,
-817591,345877,330703,
-817286,345907,330765,
-817003,345817,330777,
-816728,345621,330611,
-816452,345374,330348,
-816182,344998,329936,
-815931,344534,329464,
-815688,343937,328795,
-815423,343349,328254,
-815104,342749,327575,
-814728,342216,326939,
-814317,341732,326410,
-813897,341239,325861,
-813482,340790,325254,
-813086,340260,324640,
-812727,339744,324045,
-812426,339281,323490,
-812177,338866,323006,
-811964,338446,322541,
-811784,338101,322152,
-811665,337908,321901,
-811646,337719,321718,
-811733,337504,321544,
-811895,337473,321461,
-812629,337495,321444,
-812989,337499,321381,
-813365,337628,321469,
-813676,337661,321522,
-813860,337738,321590,
-813913,337877,321751,
-813879,338020,321873,
-813817,338160,321987,
-813760,338318,322149,
-813698,338452,322335,
-813585,338602,322504,
-813362,338813,322705,
-812999,339136,322934,
-812517,339308,323274,
-811999,339588,323555,
-811552,339807,323816,
-811255,340157,324171,
-811113,340503,324437,
-811065,340887,324877,
-811019,341232,325293,
-810898,341632,325750,
-810665,341994,326176,
-810328,342370,326553,
-809917,342647,327013,
-809473,342925,327437,
-809024,343197,327786,
-808585,343426,328118,
-808180,343618,328496,
-807852,343721,328830,
-807645,343890,329056,
-807558,344021,329281,
-807507,344130,329527,
-807371,344266,329778,
-807072,344364,329967,
-806634,344682,330154,
-806160,344864,330336,
-805751,345026,330824,
-805446,345107,331139,
-805223,345212,331280,
-805032,345211,331586,
-804818,345170,331709,
-804543,345180,331821,
-804200,345148,331910,
-803823,345119,332014,
-803467,345097,332050,
-803162,345107,332144,
-802899,345052,332267,
-802665,345063,332354,
-802533,345045,332579,
-802773,345103,332708,
-803065,345110,332860,
-803320,345160,332936,
-803507,345273,333110,
-803652,345408,333395,
-803804,345584,333570,
-803999,345679,333710,
-804231,345721,333862,
-804439,345661,333879,
-804512,345512,333953,
-804328,345449,333983,
-803831,345470,334102,
-803100,345552,334272,
-802309,345627,334352,
-801598,345748,334615,
-800913,345855,334813,
-799968,345997,334990,
-798345,346059,335099,
-795717,346003,335091,
-792033,345967,335154,
-787616,345854,335301,
-783121,345880,335514,
-779388,345913,335711,
-777197,345969,335980,
-777009,346105,336355,
-778775,346330,336835,
-781946,346600,337303,
-785668,346968,337924,
-789081,347366,338490,
-791587,347601,338999,
-792978,347943,339538,
-793419,348227,340098,
-793319,348600,340583,
-793117,348903,341134,
-793086,349193,341553,
-793221,349363,341889,
-793303,349595,342299,
-793090,349827,342640,
-792496,349992,342974,
-791625,350192,343383,
-790657,350404,343710,
-789718,350595,344114,
-788854,350750,344328,
-788096,350866,344704,
-787516,351180,345200,
-787180,351496,345639,
-787064,351759,346175,
-787038,352077,346608,
-786940,352287,347060,
-786684,352558,347515,
-786275,352783,347820,
-785761,352938,348128,
-785160,353016,348256,
-784459,352969,348154,
-783660,352678,347868,
-782822,352238,347434,
-782046,351800,346954,
-781406,351300,346278,
-780902,350757,345546,
-780461,350176,344822,
-779991,349604,344018,
-779445,349044,343185,
-778844,348437,342366,
-778261,347899,341552,
-777786,347296,340766,
-777491,346805,339966,
-777399,346258,339119,
-777485,345659,338295,
-777697,345116,337526,
-778000,344709,336893,
-778393,344310,336218,
-778887,343900,335614,
-779475,343594,335158,
-780114,343319,334704,
-780738,343022,334316,
-781305,342832,334013,
-781816,342666,333770,
-782312,342623,333610,
-782832,342601,333576,
-783368,342664,333581,
-783865,342792,333667,
-784253,342891,333809,
-784502,343023,333957,
-784640,343252,334175,
-784731,343423,334332,
-784824,343701,334598,
-784930,343900,334837,
-785029,344230,335143,
-785104,344529,335476,
-785150,344813,335764,
-785173,345075,336003,
-785191,345330,336270,
-785247,345539,336515,
-785406,345677,336690,
-785717,345899,336991,
-786152,346043,337189,
-786594,346306,337441,
-786902,346466,337624,
-787016,346619,337828,
-786993,346860,338120,
-786965,347021,338478,
-787032,347329,338835,
-787211,347571,339094,
-787456,347791,339465,
-787706,348033,339826,
-787915,348351,340128,
-788046,348601,340464,
-788073,348856,340743,
-788014,349055,341086,
-787956,349315,341292,
-788009,349437,341478,
-788232,349520,341640,
-788572,349651,341690,
-788900,349644,341753,
-789104,349629,341648,
-789167,349555,341692,
-789151,349493,341593,
-789140,349457,341538,
-789173,349318,341508,
-789241,349229,341325,
-789303,349177,341256,
-789317,349047,341098,
-789255,348986,341026,
-789124,348898,340984,
-788965,348815,340940,
-788825,348802,340913,
-788728,348765,340861,
-788664,348712,340807,
-788619,348670,340831,
-788599,348672,340718,
-788617,348569,340637,
-788656,348505,340543,
-788654,348500,340459,
-788515,348407,340397,
-788137,348394,340400,
-787443,348406,340353,
-786410,348429,340350,
-785109,348484,340420,
-783736,348481,340438,
-782564,348573,340389,
-781839,348672,340511,
-781655,348760,340604,
-781890,348851,340623,
-782232,348805,340572,
-782278,348787,340617,
-781641,348819,340703,
-780059,348893,340760,
-777496,348984,340860,
-774234,349106,341011,
-770866,349225,341148,
-768173,349310,341325,
-766867,349429,341470,
-767341,349590,341677,
-769524,349681,341648,
-772930,349684,342085,
-776849,350038,342487,
-780580,350295,342930,
-783622,350603,343300,
-785770,350783,343561,
-787090,351031,343930,
-787818,351304,344190,
-788223,351544,344530,
-788510,351754,344800,
-788793,351950,345049,
-789130,352156,345322,
-789534,352400,345524,
-789974,352549,345790,
-790368,352726,346080,
-790622,352929,346237,
-790694,353037,346436,
-790625,353169,346580,
-790502,353256,346688,
-790403,353433,346956,
-790364,353463,346995,
-790398,353418,347033,
-790518,353442,347041,
-790730,353442,347060,
-790996,353331,346944,
-791232,353182,346682,
-791348,352903,346372,
-791312,352542,345875,
-791171,352030,345361,
-791012,351428,344661,
-790904,350834,343951,
-790853,350253,343139,
-790823,349630,342333,
-790781,348944,341493,
-790739,348394,340708,
-790744,347738,339771,
-790834,347113,338955,
-790996,346516,338150,
-791167,345917,337259,
-791281,345303,336444,
-791322,344664,335530,
-791350,344145,334722,
-791463,343609,334013,
-791731,343242,333385,
-793173,342146,332846,
-793690,341904,332224,
-794218,341688,331875,
-794783,341582,331510,
-795404,341427,331230,
-796064,341378,331014,
-796714,341439,330825,
-797283,341542,330828,
-797723,341673,330845,
-798050,341838,330957,
-798359,342026,331113,
-798749,342240,331293,
-799247,342441,331516,
-799774,342636,331713,
-800210,342899,332009,
-800492,343135,332260,
-800653,343387,332527,
-800777,343670,332854,
-800925,343840,333078,
-801099,344029,333372,
-801266,344177,333602,
-801396,344376,333832,
-801482,344552,334051,
-801540,344788,334266,
-801594,344934,334489,
-801676,345164,334779,
-801815,345377,335001,
-802019,345627,335236,
-802273,345903,335528,
-802554,346182,335851,
-802839,346384,336183,
-803110,346685,336524,
-803348,346983,336888,
-803544,347191,337165,
-803711,347403,337548,
-803882,347550,337884,
-804083,347755,338167,
-804312,347863,338310,
-804543,347972,338563,
-804756,348051,338761,
-804944,348117,338897,
-805108,348166,339033,
-805244,348209,339182,
-805352,348234,339225,
-805451,348173,339325,
-805576,348148,339307,
-805746,348084,339329,
-805947,348026,339294,
-806531,347971,339075,
-806768,347854,338970,
-807019,347779,338903,
-807202,347691,338771,
-807247,347581,338650,
-807189,347429,338486,
-807175,347370,338385,
-807362,347269,338247,
-807789,347194,338175,
-808350,347101,338102,
-808894,347032,338026,
-809364,347013,337970,
-809815,347021,337949,
-810328,347070,337955,
-810891,347046,337909,
-811402,347017,337871,
-811767,347016,337908,
-811992,347068,337928,
-812178,347151,337951,
-812424,347125,337967,
-812752,347194,337988,
-813110,347217,338062,
-813423,347217,338019,
-813640,347214,338064,
-813710,347199,338037,
-813532,347235,338039,
-812930,347228,338011,
-811674,347257,338095,
-809581,347351,338143,
-806640,347344,338232,
-803139,347441,338367,
-799679,347556,338441,
-797039,347652,338635,
-795907,347819,338787,
-796625,347919,338923,
-799061,348056,339067,
-802670,348175,339248,
-806688,348282,339388,
-810365,348408,339575,
-813174,348527,339738,
-814943,348612,339881,
-815837,348723,340065,
-816220,348865,340202,
-816444,348955,340345,
-816708,349019,340520,
-817032,349192,340733,
-817329,349313,340911,
-817502,349483,341121,
-817507,349634,341327,
-817381,349832,341601,
-817228,350007,341810,
-817165,350142,342005,
-817249,350322,342188,
-817446,350435,342383,
-817649,350567,342526,
-817762,350684,342627,
-817750,350770,342790,
-817650,350748,342864,
-817537,350773,342898,
-817484,350741,342842,
-817541,350612,342721,
-817722,350404,342535,
-817974,350055,342127,
-818184,349659,341657,
-818224,349145,341043,
-818041,348605,340428,
-817701,347968,339619,
-817359,347336,338827,
-817155,346680,338032,
-817130,346045,337190,
-817227,345386,336297,
-817354,344671,335361,
-817461,343951,334394,
-817544,343277,333473,
-817625,342642,332589,
-817714,341997,331795,
-817812,341481,331056,
-817924,341028,330438,
-818062,340605,329834,
-818247,340205,329276,
-818501,339834,328818,
-818840,339615,328532,
-819264,339447,328249,
-819749,339272,328048,
-820268,339189,327939,
-820816,339174,327948,
-821407,339221,327893,
-822040,339237,327964,
-822671,339361,328056,
-823220,339460,328226,
-823619,339616,328394,
-823861,339805,328644,
-824000,340031,328930,
-824131,340272,329190,
-824334,340467,329407,
-824631,340671,329693,
-824971,340888,329932,
-825256,341101,330195,
-825403,341245,330388,
-825393,341469,330646,
-825278,341675,330968,
-825154,341871,331247,
-825109,342083,331438,
-825192,342258,331710,
-825409,342493,332055,
-825736,342763,332457,
-826132,343026,332795,
-826539,343349,333093,
-826879,343618,333463,
-827088,343866,333781,
-827149,344144,334056,
-827106,344297,334336,
