ECG_I,PPG_RED,PPG_IR,{'Hz': 250}
232514,611646,640648,
233307,610750,639645,
233820,609935,638660,
234115,609131,637797,
234285,608428,636897,
234354,607730,636086,
234265,607195,635474,
233950,606736,634934,
233425,606359,634557,
232811,606001,634172,
232266,605737,633788,
231880,605552,633501,
231621,605344,633281,
231364,605120,633093,
230995,605050,633054,
230495,604962,632872,
229955,604912,632845,
229506,604908,632758,
229229,604942,632800,
229111,604923,632923,
229084,605023,632919,
229075,605094,633049,
229038,605159,633152,
228956,605282,633261,
228842,605321,633338,
228749,605420,633510,
228752,605561,633630,
228891,605660,633881,
229108,605861,634039,
229270,605988,634257,
229258,606212,634450,
229068,606334,634661,
228810,606464,634993,
228620,606676,635168,
228561,606852,635500,
228583,606995,635683,
228586,607210,635842,
228505,607263,636199,
228358,607554,636556,
228219,607763,636817,
228153,608047,637170,
228156,608390,637467,
228156,608666,637867,
228068,608892,638229,
227853,609166,638455,
227527,609277,638737,
227138,609476,638922,
226726,609694,639280,
226325,609840,639428,
225973,610017,639685,
225729,610092,639876,
225647,610138,640010,
225742,610270,640164,
225955,610307,640320,
226155,610379,640517,
226187,610482,640609,
225951,610556,640768,
225471,610654,640996,
224896,610642,641054,
224424,610793,641191,
224210,610801,641298,
224306,610808,641382,
224672,610850,641452,
225215,610896,641510,
225823,610892,641473,
226373,610777,641558,
226747,610783,641612,
226862,610764,641576,
226707,610716,641534,
226348,610637,641530,
225908,610628,641557,
225516,610540,641466,
225253,610514,641457,
225118,610457,641462,
225040,610555,641551,
224921,610571,641600,
224688,610492,641626,
224320,610554,641635,
223829,610750,641924,
223234,610971,642129,
222553,611210,642346,
221812,611344,642471,
221044,611479,642641,
220279,611470,642742,
219548,611340,642645,
218919,611268,642650,
218557,611233,642698,
218714,611163,642678,
219583,611143,642733,
221040,611097,642797,
222485,611043,642793,
222976,610919,642794,
221712,610820,642750,
218574,610721,642782,
214328,610590,642755,
210268,610462,642748,
207526,610396,642798,
206533,610309,642806,
206961,610257,642877,
208092,610152,642881,
209258,610022,642843,
210095,609937,642892,
210540,609766,642914,
210705,609801,643077,
210747,609782,643153,
210783,609845,643252,
210851,609835,643443,
210922,609895,643493,
210937,609802,643524,
210849,609868,643672,
210660,609894,643753,
210419,609880,643916,
210192,609883,643942,
210027,609888,644019,
209930,609908,644070,
209883,609840,643995,
209865,609709,643794,
209863,609382,643362,
209857,609098,643017,
209804,608610,642431,
209661,608178,641805,
209428,607660,641173,
209167,607097,640368,
208972,606497,639649,
208900,605975,638831,
208929,605433,638001,
208980,604835,637247,
208979,604337,636412,
208911,603671,635447,
208813,603026,634576,
208728,602420,633811,
208659,601816,632976,
208562,601227,632232,
208377,600772,631486,
208072,600241,630878,
207663,599877,630211,
207194,599456,629687,
206699,599223,629218,
206175,598926,628907,
205589,598733,628517,
204917,598568,628266,
204183,598456,627977,
203454,598274,627752,
202810,598244,627580,
202284,598178,627402,
201851,598139,627322,
201449,598134,627225,
201035,598099,627177,
