ECG_I,PPG_RED,PPG_IR,{'Hz': 250}
-743467,474884,494835,
-743378,475028,495054,
-743251,475092,495144,
-743214,475237,495307,
-743330,475331,495430,
-743605,475402,495588,
-744048,475527,495682,
-744664,475616,495838,
-745398,475698,495984,
-746106,475767,496054,
-746628,475833,496107,
-746901,475859,496258,
-746983,475935,496349,
-746990,475926,496467,
-747011,475948,496490,
-747092,475976,496491,
-747251,476041,496518,
-747465,476010,496560,
-747601,475924,496562,
-747412,475960,496580,
-746656,475976,496592,
-745316,475955,496631,
-743725,475920,496576,
-742501,475860,496552,
-742257,475899,496587,
-743276,475880,496605,
-745329,475864,496588,
-747760,475862,496549,
-749807,475858,496653,
-750958,475885,496603,
-751155,475840,496649,
-750719,475845,496591,
-750100,475858,496655,
-749620,475805,496637,
-749398,475838,496699,
-749420,475767,496676,
-749645,475835,496713,
-750012,475797,496730,
-750409,475799,496721,
-750677,475781,496781,
-750715,475793,496807,
-750581,475819,496819,
-750461,475769,496814,
-750512,475788,496809,
-750726,475763,496761,
-750948,475737,496812,
-751035,475600,496561,
-750985,475443,496415,
-750911,475244,496183,
-750901,474963,495811,
-750941,474547,495266,
-750950,474070,494678,
-750890,473517,494029,
-750818,472946,493290,
-750845,472410,492558,
-751055,471835,491870,
-751438,471314,491101,
-751887,470782,490425,
-752243,470272,489764,
-752378,469890,489212,
-752272,469556,488748,
-752032,469273,488363,
-751834,468953,487955,
-751829,468749,487701,
-752071,468609,487511,
-752518,468504,487390,
-753080,468385,487206,
-753657,468233,487095,
-754174,468249,487019,
-754606,468255,487032,
-754994,468214,486994,
-755401,468211,487021,
-755835,468276,487112,
-756205,468338,487188,
-756387,468356,487199,
-756356,468425,487260,
-756254,468486,487336,
-756299,468584,487493,
-756617,468622,487514,
-757136,468744,487636,
-757649,468819,487808,
-757960,468930,487978,
-758016,469004,488060,
-757913,469099,488211,
-757804,469235,488403,
-757801,469360,488631,
-757915,469428,488752,
-758062,469586,488885,
-758115,469701,489117,
-758001,469847,489334,
-757773,470018,489519,
-757600,470143,489707,
-757660,470257,489850,
-757997,470383,490035,
-758484,470515,490218,
-758935,470613,490403,
-759264,470746,490584,
-759514,470847,490692,
-759761,470862,490765,
-760000,470999,490863,
-760163,471061,491027,
-760228,471133,491143,
-760288,471162,491191,
-760492,471241,491332,
-760910,471281,491453,
-761477,471306,491560,
-762031,471295,491529,
-762424,471392,491573,
-762586,471387,491665,
-762549,471382,491726,
-762427,471352,491672,
-762375,471348,491681,
-762482,471348,491695,
-762651,471333,491721,
-762591,471300,491768,
-761997,471258,491710,
-760841,471228,491676,
-759513,471145,491700,
-758661,471138,491702,
-758816,471153,491658,
-760072,471145,491645,
-762046,471128,491633,
-764092,471121,491643,
-765615,471103,491704,
-766308,471019,491660,
-766235,470964,491654,
