ECG_I,PPG_RED,PPG_IR,{'Hz': 250}
-303554,1022757,532351,
-303016,1023030,532158,
-302721,1023190,531958,
-302718,1023307,531837,
-302864,1023522,531677,
-302933,1023706,531542,
-302808,1023760,531453,
-302579,1023775,531359,
-302472,1023987,531284,
-302651,1024173,531219,
-303085,1024171,531028,
-303593,1024151,531021,
-303999,1024258,530971,
-304251,1024370,530916,
-304407,1024494,530868,
-304540,1024569,530801,
-304686,1024553,530720,
-304853,1024735,530601,
-305048,1024825,530582,
-305266,1024707,530590,
-305470,1024771,530573,
-305608,1024748,530548,
-305668,1024845,530571,
-305688,1024613,530613,
-305699,1024709,530643,
-305659,1024913,530607,
-305467,1024796,530562,
-305073,1024793,530512,
-304575,1024616,530600,
-304199,1024658,530629,
-304162,1024632,530675,
-304533,1024360,530837,
-305198,1024256,530900,
-305919,1024101,530927,
-306440,1023912,531115,
-306578,1023679,531218,
-306299,1023395,531265,
-305755,1023581,531413,
-305229,1023462,531433,
-304983,1023401,531550,
-305090,1023483,531602,
-305396,1023454,531606,
-305642,1023611,531725,
-305661,1023622,531751,
-305481,1023565,531730,
-305262,1023815,531701,
-305152,1023749,531743,
-305194,1023811,531820,
-305354,1023702,531859,
-305574,1023934,531840,
-305792,1023962,531908,
-305926,1023759,531946,
-305882,1023785,532043,
-305616,1023722,532073,
-305202,1023669,532105,
-304808,1023519,532295,
-304605,1023234,532442,
-304672,1023449,532410,
-304955,1023288,532493,
-305322,1023079,532527,
-305637,1022996,532625,
-305835,1022956,532643,
-305934,1023030,532729,
-306005,1022747,532819,
-306098,1022591,532903,
-306205,1022592,533037,
-306277,1022392,533196,
-306286,1022220,533255,
-306256,1022033,533446,
-306227,1022018,533534,
-306219,1021912,533601,
-306228,1021512,533731,
-306257,1021695,533827,
-306307,1021648,533828,
-306320,1021665,533978,
-306173,1021613,534051,
-305776,1021424,534172,
-305201,1021568,534205,
-304699,1021373,534222,
-304526,1021186,534402,
-304736,1021162,534449,
-305113,1021185,534544,
-305338,1021027,534641,
-305239,1020741,534756,
-304912,1020709,534927,
-304623,1020740,535025,
-304598,1020658,535063,
-304880,1020361,535191,
-305339,1020269,535291,
-305789,1020361,535405,
-306098,1020275,535457,
-306224,1019982,535585,
-306203,1019961,535726,
-306112,1019893,535778,
-306027,1019761,535914,
-305998,1019572,536118,
-306051,1019335,536231,
-306208,1019362,536397,
-306469,1019221,536471,
-306782,1018876,536646,
-307018,1018857,536764,
-307032,1018642,536951,
-306767,1018599,537069,
-306296,1018339,537275,
-305775,1018106,537368,
-305342,1018044,537512,
-305055,1017908,537702,
-304904,1017584,537796,
-304842,1017373,537975,
-304814,1017292,538121,
-304784,1017178,538303,
-304766,1016669,538550,
-304849,1016493,538620,
-305168,1016374,538886,
-305805,1016038,539077,
-306700,1015649,539255,
-307626,1015306,539432,
-308289,1015292,539648,
-308485,1015026,539761,
-308209,1014726,539916,
-307649,1014539,540131,
-307075,1014362,540235,
-306703,1014298,540371,
-306613,1013865,540488,
-306744,1013798,540690,
-306945,1013827,540908,
-307084,1013538,540994,
-307133,1013286,541167,
-307178,1013020,541274,
-307324,1012987,541448,
-307583,1012896,541585,
-307849,1012597,541776,
-307965,1012605,541837,
-307825,1012618,541815,
-307408,1012700,541967,
-306765,1012521,542055,
-306018,1012305,542208,
-305361,1012360,542297,
-305020,1012128,542423,
-305122,1011916,542491,
-305569,1011846,542452,
-306058,1011988,542385,
-306268,1012186,542225,
-306088,1012226,542125,
-305678,1012573,541777,
-305323,1013132,541416,
-305205,1013504,541082,
-305283,1013744,540637,
-305384,1014155,540238,
-305376,1014756,539792,
-305267,1015111,539407,
-305159,1015554,538937,
-305126,1016091,538433,
-305134,1016777,537903,
-305082,1017439,537410,
-304899,1018054,536917,
-304604,1018577,536453,
-304280,1019139,536048,
-304001,1019257,535760,
-303780,1019504,535464,
-303575,1019903,535143,
-303344,1020194,534943,
-303085,1020586,534606,
-302848,1020615,534467,
-302705,1020926,534323,
-302702,1021075,534102,
-302841,1021243,534087,
-303075,1021261,533954,
-303333,1021337,533947,
-303517,1021547,533767,
-303521,1021711,533646,
-303276,1021625,533659,
-302204,1021891,533712,
-302435,1021846,533558,
-303053,1021764,533537,
-303881,1022133,533558,
-304708,1022111,533494,
-305354,1022042,533526,
-305682,1021971,533505,
-305618,1022047,533429,
-305226,1022049,533475,
-304753,1021948,533388,
-304539,1021880,533331,
-304798,1022013,533440,
-305446,1022115,533378,
-306144,1021947,533351,
-306546,1021903,533281,
-306544,1022001,533220,
-306316,1021906,533299,
-306143,1021936,533261,
-306184,1021940,533241,
-306388,1022192,533300,
-306573,1022527,533221,
-306577,1022328,533245,
-306351,1022345,533187,
-305977,1022636,533171,
-305604,1022652,533194,
-305368,1022621,533198,
-305324,1022676,533286,
-305446,1022805,533302,
-305680,1023033,533262,
-305981,1022850,533283,
-306286,1022729,533378,
-306455,1022813,533403,
-306319,1022767,533487,
-305830,1022625,533594,
-305166,1022388,533590,
-304636,1022445,533753,
-304452,1022249,533823,
-304587,1021924,533909,
-304858,1021895,534049,
-305143,1021860,534167,
-305463,1021829,534194,
-305873,1021622,534275,
-306297,1021459,534272,
-306548,1021613,534427,
-306501,1021483,534446,
-306243,1021370,534507,
-306005,1021417,534494,
-305949,1021581,534541,
-306121,1021621,534481,
-306008,1021622,534580,
-305846,1021648,534512,
-305657,1021842,534432,
-305462,1021854,534387,
-305342,1021950,534453,
-305390,1021979,534473,
-305598,1022156,534460,
-305813,1022095,534450,
-305875,1021928,534460,
-305781,1022116,534477,
-305699,1022245,534471,
-305791,1022219,534418,
-306030,1022118,534503,
-306216,1022038,534562,
-306143,1022114,534651,
-305756,1022038,534694,
-305156,1021950,534776,
-304522,1021856,534843,
-304032,1021808,534935,
-303822,1022058,535048,
-303930,1021618,535084,
-304272,1021437,535264,
-304691,1021626,535365,
-305084,1021357,535427,
-305473,1021201,535543,
-305930,1021013,535723,
-306434,1021165,535719,
-306824,1020943,535912,
-306935,1020715,536024,
-306775,1020617,536059,
-306537,1020644,536164,
-306435,1020612,536313,
-306536,1020395,536396,
-306744,1020272,536483,
-306928,1020475,536549,
-307019,1020184,536624,
-306991,1020055,536760,
-306789,1019973,536764,
-306344,1020018,536831,
-305681,1020120,536860,
-304972,1019745,536948,
-304457,1019805,537007,
-304292,1019775,537059,
-304476,1019614,537165,
-304909,1019524,537318,
-305487,1019288,537462,
-306135,1019282,537542,
-306770,1019079,537674,
-307279,1018732,537853,
-307565,1018570,538082,
-307624,1018372,538262,
-307549,1018174,538412,
-307460,1017708,538624,
-307404,1017481,538801,
-307312,1017396,538859,
-307064,1017042,539070,
-306609,1016734,539257,
-306040,1016307,539347,
-305570,1016251,539531,
-305401,1016175,539589,
-305600,1015811,539801,
-306052,1015697,539924,
-306541,1015617,539973,
-306882,1015484,540040,
-307012,1015484,540148,
-306974,1015352,540256,
-306829,1015587,540393,
-306609,1015473,540345,
-306344,1015318,540441,
-306112,1015397,540539,
-306018,1015325,540590,
-306076,1015417,540651,
-306154,1015216,540713,
-306050,1015223,540716,
-305680,1015585,540660,
-305171,1015493,540564,
-304750,1015459,540425,
-304539,1015627,540262,
-304464,1016033,539994,
-304374,1016289,539644,
-304230,1016460,539425,
-304150,1016799,539038,
-304278,1017323,538626,
-304630,1017701,538203,
-305070,1017964,537858,
-305414,1018265,537463,
-305524,1018667,537093,
-305351,1019018,536734,
-304924,1019169,536447,
-304360,1019442,536090,
-303839,1019761,535788,
-303515,1020077,535471,
-303419,1020158,535297,
-303442,1020406,535004,
-303426,1020721,534756,
-303276,1020927,534586,
-302981,1021088,534367,
-302598,1021233,534280,
-302230,1021499,534119,
-302024,1021636,533969,
-302115,1021495,533987,
-302529,1021562,533973,
-303128,1021642,533921,
-303692,1021613,533814,
-304077,1021547,533973,
-304287,1021449,533920,
-304397,1021564,533863,
-304435,1021484,533881,
-304368,1021237,533874,
-304213,1021259,534007,
-304095,1021255,533989,
-304165,1021281,533973,
-304461,1021074,534024,
-304869,1020986,534064,
-305240,1020995,534004,
-305518,1020960,534058,
-305755,1020803,534053,
-306030,1020767,534099,
-306371,1020749,534012,
-306750,1020756,534069,
-307108,1020431,534227,
-307362,1020320,534294,
-307420,1020230,534350,
-307232,1020237,534421,
-306853,1020007,534526,
-306445,1019611,534663,
-306169,1019621,534745,
-306073,1019331,534910,
-306064,1019149,535035,
-306023,1019000,535251,
-305928,1018760,535344,
-305874,1018725,535447,
-305960,1018400,535664,
-306180,1018160,535712,
-306414,1018269,535768,
-306540,1018114,535883,
-306521,1018002,535944,
-306408,1017854,536074,
-306279,1017995,536088,
-306206,1017924,536147,
-306265,1017699,536204,
-306520,1017506,536262,
-306947,1017942,536130,
-307375,1017486,536479,
-307556,1016757,536790,
-307337,1016491,536814,
-306802,1016547,536956,
-306229,1016203,537084,
-305894,1015864,537216,
-305898,1015636,537379,
-306139,1015765,537286,
-306428,1016053,537287,
-306622,1015730,537343,
-306680,1015760,537404,
-306632,1016168,537303,
-306535,1016283,537261,
-306446,1016117,537351,
-306412,1016029,537415,
-306447,1015907,537506,
-306516,1015652,537625,
-306538,1015371,537806,
-306425,1015001,538009,
-306145,1014944,538026,
-305766,1015062,538092,
-305435,1015045,538091,
-305294,1015297,538022,
-305390,1015589,537956,
-305651,1015804,537870,
-305944,1015896,537832,
-306156,1016155,537782,
-306230,1016533,537803,
-306134,1016696,537820,
-305847,1016402,537940,
-305405,1016106,538103,
-304967,1016235,538159,
-304777,1015890,538279,
-305012,1015718,538432,
-305619,1015437,538595,
-306300,1015446,538670,
-306711,1015398,538822,
-306703,1015176,538817,
-306422,1015135,538876,
-306173,1015232,538885,
-306192,1015403,538896,
-306509,1015490,538898,
-306992,1015615,538881,
-307467,1015868,538798,
-307819,1015915,538870,
-308010,1015978,538860,
-308045,1016071,538884,
-307948,1016083,538950,
-307742,1016064,538980,
-307453,1015978,539089,
-307108,1015979,539069,
-306758,1016123,539128,
-306459,1016166,539110,
-306231,1016218,539152,
-305108,1016593,539173,
-304445,1016499,539156,
-303952,1016674,539146,
-303981,1016802,539202,
-304746,1016949,539270,
-306153,1016804,539220,
-307777,1016741,539221,
-309033,1016882,539300,
-309481,1016818,539421,
-309088,1016593,539442,
-308252,1016360,539412,
-307534,1016438,539621,
-307291,1016377,539660,
-307483,1016060,539776,
-307774,1016036,539849,
-307810,1016043,540001,
-307433,1015925,540056,
-306732,1015749,540134,
-305967,1015713,540237,
-305464,1015904,540390,
-305487,1015778,540476,
-306091,1015581,540475,
-307022,1015615,540552,
-307785,1015626,540700,
-307929,1015624,540725,
-307352,1015485,540755,
-306389,1015549,540817,
-305579,1015835,540786,
-305301,1016040,540846,
-305563,1016030,540779,
-306099,1016213,540743,
-306612,1016635,540659,
-306961,1017025,540458,
-307129,1017166,540230,
-307111,1017701,539991,
-306858,1018143,539633,
-306343,1018539,539247,
-305644,1018832,538843,
-304952,1019192,538436,
-304478,1019699,538035,
-304344,1020192,537554,
-304535,1020475,537189,
-304908,1020885,536771,
-305253,1021385,536336,
-305382,1021831,535961,
-305232,1022018,535524,
-304904,1022355,535101,
-304602,1022919,534744,
-304663,1023128,533735,
-304660,1023293,533364,
-304505,1023576,533192,
-304275,1024065,532838,
-304069,1024328,532692,
-303915,1024452,532510,
-303773,1024607,532268,
-303610,1024885,532055,
-303452,1025030,531940,
-303366,1025106,531750,
-303405,1025141,531704,
-303567,1025618,531570,
-303817,1025696,531457,
-304117,1025700,531381,
-304444,1025833,531251,
-304800,1025999,531130,
-305213,1026149,531032,
-305706,1026122,531019,
-306250,1026252,530870,
-306728,1026729,530813,
-306982,1026757,530605,
-306926,1026764,530608,
-306622,1026821,530526,
-306250,1027032,530446,
-305987,1027146,530334,
-305915,1027042,530216,
-306018,1027172,530194,
-306237,1027357,530128,
-306523,1027499,530039,
-306840,1027326,530022,
-307155,1027332,530002,
-307436,1027589,529917,
-307649,1027634,529862,
-307760,1027565,529798,
-307733,1027735,529763,
-307552,1027906,529677,
-307256,1027980,529722,
-306938,1027972,529726,
-306700,1027988,529787,
-306595,1028115,529768,
-306613,1028046,529892,
-306721,1027962,529939,
-306900,1027965,529978,
-307128,1027869,530008,
-307343,1027859,530158,
-307443,1027547,530320,
-307343,1027514,530342,
-307036,1027440,530501,
-306605,1027351,530580,
-306187,1026984,530716,
-305936,1026810,530772,
-305971,1026850,530901,
-306312,1026826,530943,
-306824,1026514,530972,
-307266,1026595,531045,
-307437,1026618,531019,
-307310,1026681,531081,
-307037,1026670,531028,
-306823,1026703,531022,
-306788,1026856,530990,
-306939,1026940,530995,
-307223,1026899,530931,
-307563,1027002,530974,
-307846,1027118,530889,
-307908,1027185,530874,
-307609,1027015,530898,
-306970,1027158,530861,
-306232,1027516,530781,
-305732,1027525,530805,
-305671,1027372,530825,
-305973,1027493,530843,
-306362,1027622,530863,
-306580,1027588,530839,
-306556,1027316,531008,
-306401,1027385,531013,
-306273,1027588,531124,
-306247,1027362,531203,
-306283,1026969,531350,
-306295,1026890,531460,
-306230,1026891,531516,
-306104,1026808,531622,
-305975,1026523,531708,
-305906,1026451,531773,
-305915,1026522,531903,
-305966,1026410,531923,
-305991,1026157,532108,
-305968,1026067,532212,
-305969,1026048,532236,
-306110,1025849,532418,
-306429,1025761,532511,
-306808,1025637,532621,
