ECG_I,PPG_RED,PPG_IR,{'Hz': 250}
-946695,510546,555113,
-946820,510702,555335,
-946970,510888,555594,
-947100,511078,555805,
-947153,511229,556112,
-947077,511434,556336,
-946872,511613,556612,
-946620,511789,556822,
-946450,511834,557109,
-946435,512000,557272,
-946523,512083,557433,
-946583,512191,557631,
-946531,512298,557726,
-946405,512339,557862,
-946317,512390,557929,
-946337,512426,557960,
-946440,512506,558109,
-946558,512535,558184,
-946639,512472,558197,
-946654,512570,558191,
-946565,512506,558199,
-946341,512574,558173,
-946010,512457,558148,
-945664,512417,558124,
-945409,512384,558034,
-945293,512362,558109,
-945317,512382,557988,
-945480,512326,557872,
-945780,512226,557782,
-946154,512302,557818,
-946466,512214,557706,
-946584,512234,557686,
-946508,512161,557730,
-946387,512139,557637,
-946399,512122,557571,
-946601,512119,557688,
-946894,512172,557711,
-947122,512200,557701,
-947183,512210,557669,
-947062,512223,557799,
-946806,512323,557818,
-946502,512267,557838,
-946281,512403,557923,
-946278,512384,557970,
-946533,512524,558184,
-946900,512560,558223,
-947079,512601,558296,
-946775,512768,558476,
-945863,512833,558565,
-944441,512945,558706,
-942792,512931,558723,
-941324,513078,558876,
-940533,513084,559014,
-940906,513126,559054,
-942706,513184,559110,
-945709,513262,559230,
-949144,513260,559322,
-951958,513375,559455,
-953300,513447,559563,
-952924,513472,559659,
-951254,513563,559777,
-949110,513573,559919,
-947288,513711,560022,
-946246,513780,560148,
-945995,513820,560298,
-946203,514004,560383,
-946433,513947,560513,
-946395,514107,560663,
-946079,514235,560869,
-945696,514294,560938,
-945477,514415,560940,
-945492,514406,561217,
-945622,514446,561300,
-945697,514413,561353,
-945645,514593,561487,
-945522,514635,561628,
-945421,514691,561624,
-945366,514661,561663,
-945316,514704,561587,
-945240,514518,561446,
-945163,514432,561206,
-945129,514217,560934,
-945117,513957,560500,
-945029,513543,559910,
-944761,513258,559428,
-944298,512886,558846,
-943727,512443,558152,
-943181,512058,557572,
-942759,511632,556899,
-942479,511219,556247,
-942288,510767,555537,
-942101,510436,554958,
-941844,510067,554366,
-941502,509752,553829,
-941135,509382,553307,
-940842,509139,552836,
-940692,508888,552472,
-940672,508735,552135,
-940713,508447,551815,
-940754,508359,551687,
-940772,508280,551537,
-940778,508238,551470,
-940792,508205,551397,
-940851,508251,551387,
-941021,508266,551435,
-941365,508330,551502,
-941885,508442,551557,
-942501,508520,551717,
-943101,508613,551894,
-943606,508725,552060,
-944000,508809,552250,
-944300,508965,552406,
-944531,509113,552677,
-944721,509285,552869,
-944908,509407,553043,
-945113,509495,553220,
-945316,509648,553458,
-945469,509787,553686,
-945560,509890,553824,
-945629,510118,554088,
-945722,510278,554376,
-945832,510359,554599,
-945896,510468,554726,
-945881,510643,555016,
-945831,510777,555265,
-945826,510914,555328,
-945886,510944,555509,
-945939,511053,555727,
-945890,511218,555947,
-945732,511277,556064,
-945556,511381,556189,
-945479,511433,556336,
-945544,511519,556478,
-945693,511576,556635,
-945815,511597,556614,
-945811,511566,556684,
-945657,511681,556785,
-945431,511673,556766,
-945294,511617,556760,
-945393,511643,556807,
-945734,511667,556805,
-946143,511606,556810,
-946380,511631,556727,
-946310,511594,556733,
-945986,511599,556711,
-945568,511515,556741,
-945183,511560,556594,
-944882,511513,556555,
-944689,511469,556542,
-944647,511501,556587,
-944791,511476,556465,
-945078,511439,556513,
-945394,511460,556527,
-945638,511538,556534,
-945798,511453,556403,
-945937,511470,556437,
-946118,511437,556462,
-946358,511429,556480,
-946628,511522,556563,
-946886,511495,556542,
-947067,511614,556601,
-946530,511741,556688,
-946147,511773,556713,
-945931,511852,556883,
-945984,511852,556917,
-946269,511924,557004,
-946634,512006,557133,
-946854,512092,557183,
-946664,512162,557382,
-945832,512244,557442,
-944309,512286,557560,
-942376,512439,557645,
-940665,512480,557801,
-939956,512612,557899,
-940820,512631,557990,
-943291,512703,558134,
-946766,512733,558360,
-950213,512847,558369,
-952609,512972,558482,
-953380,512997,558646,
-952602,513006,558762,
-950864,513186,558911,
-948921,513221,559036,
-947357,513318,559157,
-946429,513377,559253,
-946107,513360,559443,
-946207,513605,559480,
-946520,513557,559511,
-946866,513675,559765,
-947109,513749,559852,
-947158,513767,559944,
-946983,513774,560088,
-946635,513932,560175,
-946245,513963,560248,
-945959,514049,560423,
-945861,514046,560620,
-945926,514101,560668,
-946057,514062,560688,
-946154,513946,560754,
-946165,513867,560685,
-946084,513666,560612,
-945936,513414,560387,
-945754,513069,560094,
-945575,512698,559629,
-945413,512238,559161,
-945243,511852,558569,
-945018,511469,557891,
-944704,511104,557281,
-944313,510591,556749,
-943030,510265,554714,
-942678,509837,554041,
-942426,509418,553440,
-942297,509135,552914,
-942266,508839,552425,
-942264,508554,552056,
-942221,508295,551651,
-942094,508074,551323,
-941882,507965,551039,
-941624,507740,550827,
-941400,507772,550696,
-941321,507679,550567,
-941500,507665,550569,
-941970,507651,550536,
-942638,507684,550700,
-943320,507806,550663,
-943857,507830,550735,
-944221,507891,550853,
-944507,508062,551070,
-944831,508097,551214,
-945222,508287,551386,
