ECG_I,PPG_RED,PPG_IR,{'Hz': 250}
-863349,431143,425778,
-863396,431196,425800,
-863625,431244,425939,
-863845,431328,426009,
-863823,431341,426114,
-863538,431431,426182,
-863199,431498,426327,
-863007,431489,426326,
-862974,431591,426437,
-862997,431675,426555,
-863070,431744,426616,
-863318,431770,426726,
-863814,431816,426791,
-864423,431892,426826,
-864910,431905,426889,
-865179,431999,427022,
-865359,432064,427044,
-865614,432079,427134,
-865936,432153,427234,
-866189,432194,427245,
-866313,432176,427316,
-866416,432214,427329,
-866612,432295,427390,
-866851,432301,427476,
-866973,432322,427482,
-866937,432357,427503,
-866882,432386,427543,
-866947,432321,427560,
-867067,432391,427604,
-867041,432382,427544,
-866784,432380,427676,
-866451,432411,427678,
-866273,432448,427712,
-866314,432477,427787,
-866422,432512,427819,
-866373,432509,427866,
-866017,432526,427917,
-865301,432600,427946,
-864255,432580,428007,
-863033,432581,427992,
-861916,432590,428052,
-861185,432608,428075,
-860918,432620,428167,
-860934,432727,428155,
-860988,432660,428200,
-861001,432689,428234,
-861087,432771,428271,
-861348,432781,428359,
-861725,432783,428358,
-862064,432815,428380,
-862310,432857,428369,
-862546,432824,428394,
-862846,432817,428373,
-863158,432768,428358,
-863375,432803,428390,
-863482,432799,428450,
-863531,432769,428422,
-863473,432840,428418,
-863118,432829,428432,
-862360,432823,428464,
-861409,432797,428447,
-860711,432855,428502,
-860565,432885,428540,
-860861,432857,428526,
-861241,432923,428580,
-861478,432939,428560,
-861633,432951,428623,
-861833,432974,428625,
-862038,432943,428623,
-862088,432980,428640,
-861972,433040,428769,
-861907,433039,428724,
-862092,433055,428766,
-862442,433066,428834,
-862646,433122,428900,
-862476,433177,428920,
-861983,433230,428945,
-861361,433252,429020,
-860710,433285,429003,
-859998,433331,429142,
-859216,433331,429081,
-858469,433329,429083,
-857851,433381,429154,
-857301,433400,429230,
-856671,433373,429183,
-855919,433417,429265,
-855164,433466,429294,
-854512,433514,429379,
-853903,433574,429382,
-853187,433562,429384,
-852364,433569,429406,
-851626,433558,429447,
-851132,433628,429457,
-850787,433579,429416,
-850323,433601,429489,
-849606,433592,429538,
-848789,433598,429477,
-848118,433580,429516,
-847638,433589,429552,
-847173,433618,429577,
-846601,433614,429571,
-846054,433641,429587,
-845783,433682,429662,
-845816,433695,429700,
-845823,433639,429655,
-845334,433752,429718,
-844108,433777,429793,
-842327,433716,429840,
-840540,433731,429849,
-839469,433768,429865,
-839744,433743,429887,
-841612,433805,429951,
-844697,433871,429944,
-848066,433870,430042,
-850662,433945,430121,
-851861,433950,430150,
-851707,433923,430096,
-850696,433949,430220,
-849368,433995,430232,
-848090,434001,430309,
-847087,433992,430261,
-846509,434063,430342,
-846369,434102,430367,
-846475,434102,430359,
-846544,434053,430418,
-846423,434070,430417,
-846176,434091,430449,
-845915,434082,430467,
-845601,434122,430472,
-845073,434086,430514,
-844281,434193,430600,
-843416,434157,430571,
-842768,434196,430737,
-842474,434235,430718,
-842455,434153,430699,
-842571,434219,430799,
-842756,434195,430759,
-842970,434233,430725,
-843080,434239,430726,
-842910,434215,430657,
-842422,434127,430568,
-841800,434099,430451,
-841281,433979,430362,
-840939,433951,430216,
-840667,433833,430021,
-840368,433727,429910,
-840104,433615,429741,
-840000,433530,429540,
-840050,433354,429362,
-840092,433277,429216,
-839973,433140,429078,
-839671,433044,428950,
-839214,432953,428836,
-838533,432904,428692,
-837487,432810,428684,
-836071,432756,428581,
-834522,432695,428594,
-833153,432614,428504,
