ECG_I,PPG_RED,PPG_IR,{'Hz': 250}
40346,511608,618937,
40297,511689,618956,
40358,511723,619087,
40442,511705,619191,
40432,511802,619183,
40297,511884,619333,
40125,511937,619419,
40043,512024,619477,
40094,512133,619686,
40208,512213,619790,
40291,512397,619917,
40309,512436,620031,
40283,512567,620171,
40234,512709,620342,
40155,512761,620387,
40049,512795,620534,
39964,512937,620725,
39964,513063,620794,
40077,513148,620882,
40262,513226,620993,
40443,513337,621185,
40553,513475,621314,
40559,513597,621425,
40460,513688,621558,
40291,513794,621698,
40105,513885,621772,
39957,513994,621877,
39858,514113,622008,
39775,514308,622169,
39658,514370,622338,
39488,514552,622449,
39290,514603,622608,
39109,514788,622687,
38973,514863,622797,
38886,515013,622956,
38840,515089,623024,
38831,515267,623261,
38874,515362,623323,
39015,515425,623469,
39334,515527,623550,
39927,515614,623658,
40838,515689,623703,
41969,515793,623804,
43060,515933,623944,
43764,515917,623996,
43792,516034,624139,
43053,516082,624194,
41682,516090,624225,
39983,516157,624328,
38322,516237,624462,
37024,516275,624465,
36313,516262,624512,
36254,516286,624592,
36739,516345,624653,
37510,516345,624728,
38259,516401,624837,
38750,516463,624888,
38906,516414,624912,
38806,516423,624940,
38603,516419,624945,
38441,516383,625011,
38402,516439,625086,
38498,516422,625124,
38681,516388,625243,
38860,516500,625346,
38943,516481,625361,
38889,516503,625497,
38735,516488,625464,
38562,516478,625608,
38434,516541,625729,
38367,516583,625809,
38338,516634,625847,
38312,516649,626006,
38264,516629,626103,
38183,516671,626159,
38088,516638,626182,
38019,516694,626250,
38005,516645,626287,
38040,516602,626160,
38084,516578,626160,
38113,516488,626093,
38148,516459,625955,
38236,516352,625738,
38392,516247,625515,
38578,516111,625276,
38727,515949,624963,
38800,515771,624524,
38818,515609,624244,
38829,515436,623914,
38861,515225,623529,
38906,515078,623139,
38943,514925,622789,
38991,514737,622354,
39121,514550,622002,
39409,514301,621593,
39859,514123,621109,
40369,513922,620713,
40776,513664,620285,
40960,513529,619792,
40916,513308,619353,
40750,513086,618982,
40594,512857,618572,
40517,512635,618084,
40293,512066,617746,
40054,511885,617447,
39745,511679,617129,
39391,511493,616746,
39012,511291,616441,
38635,511155,616188,
38300,511022,615863,
38017,510776,615572,
37744,510680,615308,
37420,510563,615091,
37030,510479,614825,
36632,510319,614630,
36309,510299,614436,
36091,510182,614287,
35935,510157,614100,
35797,510076,613907,
35691,510068,613771,
35658,509947,613651,
35674,509918,613531,
35620,509846,613450,
35371,509833,613315,
34931,509782,613122,
34451,509799,613099,
34109,509723,612990,
33967,509734,612850,
33951,509674,612863,
33945,509711,612891,
33896,509756,612796,
33827,509718,612903,
33775,509679,612940,
33750,509797,612967,
33731,509751,612949,
33693,509861,612966,
33620,509860,613018,
33513,509989,613116,
33396,509992,613150,
33304,510089,613314,
33255,510108,613386,
33224,510166,613510,
33153,510202,613527,
32999,510214,613583,
32780,510273,613654,
32570,510291,613667,
32453,510311,613738,
32469,510339,613643,
32599,510336,613729,
32788,510392,613804,
32974,510422,613728,
33137,510565,613883,
33034,510567,613789,
32896,510569,613781,
32766,510620,613875,
32684,510679,613843,
32675,510685,613894,
32738,510824,613866,
32826,510814,613859,
32850,510803,613804,
32731,510877,613735,
32471,510841,613600,
32157,510788,613465,
31887,510755,613417,
31675,510745,613256,
31452,510726,613137,
31164,510659,613054,
30878,510613,612888,
30761,510561,612709,
30952,510525,612563,
31428,510446,612403,
32020,510338,612329,
32531,510291,612082,
32859,510222,611911,
33016,510164,611866,
33062,510100,611802,
33044,510132,611727,
32988,510091,611594,
32910,510041,611542,
32813,510045,611513,
32679,509974,611430,
32501,510052,611442,
32315,510068,611439,
32195,510068,611420,
32178,509979,611364,
32213,510058,611346,
32204,510021,611387,
32115,510039,611319,
32034,510067,611372,
32084,510084,611356,
32267,510039,611347,
32409,510147,611417,
32286,510131,611364,
31811,510172,611405,
31104,510160,611467,
30382,510255,611493,
29791,510195,611443,
29331,510239,611522,
28932,510335,611616,
28552,510295,611665,
28217,510283,611661,
27985,510238,611647,
27880,510188,611570,
27854,510123,611655,
27794,510053,611515,
27600,509987,611402,
27277,509860,611399,
26998,509785,611337,
27043,509686,611312,
27641,509553,611180,
28805,509474,611133,
30268,509381,611147,
31574,509339,611027,
32250,509244,610959,
31995,509183,610949,
30799,509131,610960,
28973,509021,610889,
27048,508990,610905,
25559,508927,611003,
24820,508887,611003,
24808,508881,611040,
25247,508902,611083,
25816,508912,611141,
26337,508873,611206,
26825,508837,611277,
27404,508856,611294,
28191,508896,611394,
29219,508782,611406,
30425,508760,611423,
31687,508714,611487,
32878,508716,611536,
33934,508672,611480,
34881,508702,611579,
35816,508648,611631,
36838,508665,611777,
37979,508712,611916,
39189,508695,612009,
40360,508773,612131,
41383,508724,612185,
42198,508743,612401,
42806,508738,612534,
43280,508759,612591,
43747,508891,612809,
44346,508860,612947,
45176,508902,612990,
46243,508950,613092,
47461,508925,613079,
48700,508883,613125,
49860,508850,613054,
50904,508857,613042,
51874,508828,613018,
52843,508683,612943,
53863,508646,612763,
54901,508559,612599,
55844,508408,612387,
56568,508285,612265,
57046,508195,612120,
57384,508103,611849,
57739,508009,611722,
58181,507898,611447,
58623,507741,611184,
58906,507686,610971,
58943,507595,610691,
58796,507408,610442,
58612,507293,610238,
58482,507117,609966,
58379,507054,609765,
58210,506930,609638,
57899,506790,609363,
57439,506737,609186,
56866,506541,608991,
56226,506492,608826,
55565,506343,608641,
54926,506280,608588,
54336,506224,608460,
53790,506168,608423,
53271,506125,608392,
52780,506067,608279,
52346,505988,608189,
51997,506005,608152,
51717,505877,608091,
51444,505867,608052,
51119,505884,608186,
50734,505800,608092,
50338,505795,608070,
49998,505807,608115,
49746,505766,608192,
49568,505786,608137,
49427,505755,608240,
49284,505726,608233,
49112,505742,608357,
48896,505782,608493,
48648,505803,608426,
48420,505841,608595,
48281,505933,608746,
48253,505974,608833,
48263,506003,608882,
48158,506053,609025,
47808,506112,609126,
47209,506138,609302,
46512,506152,609425,
45954,506291,609593,
45734,506320,609777,
45922,506452,609972,
46440,506522,610180,
47117,506600,610322,
47777,506665,610546,
48318,506734,610740,
48742,506858,610893,
49114,506883,611069,
49494,507037,611339,
