ECG_I,PPG_RED,PPG_IR,{'Hz': 250}
-155062,303426,502166,
-155388,303457,502154,
-155892,303437,502129,
-156450,303445,502183,
-156989,303389,502143,
-157517,303433,502166,
-158036,303419,502127,
-158447,303400,502195,
-158567,303403,502251,
-158305,303424,502190,
-157824,303424,502242,
-157497,303393,502259,
-157651,303440,502301,
-159738,303439,502392,
-159982,303424,502455,
-159980,303432,502510,
-159979,303485,502510,
-160115,303432,502524,
-160341,303447,502540,
-160524,303460,502600,
-160595,303508,502588,
-160626,303482,502572,
-160774,303472,502554,
-161155,303468,502612,
-161707,303464,502601,
-162179,303469,502661,
-162277,303463,502654,
-161880,303424,502602,
-161133,303438,502640,
-160310,303455,502577,
-159596,303432,502640,
-159048,303401,502669,
-158774,303400,502753,
-159115,303444,502708,
-160540,303438,502775,
-163258,303509,502844,
-166915,303468,502838,
-170652,303528,502878,
-173516,303535,502917,
-174892,303516,503019,
-174688,303535,503026,
-173241,303524,503106,
-171101,303580,503133,
-168835,303622,503164,
-166886,303560,503082,
-165493,303586,503173,
-164687,303533,503196,
-164353,303577,503226,
-164340,303565,503128,
-164537,303597,503185,
-164872,303565,503212,
-165261,303575,503202,
-165575,303573,503239,
-165696,303593,503276,
-165631,303608,503347,
-165573,303541,503310,
-165793,303605,503298,
-166433,303554,503384,
-167367,303524,503324,
-168267,303604,503380,
-168814,303547,503341,
-168864,303557,503316,
-168484,303583,503345,
-167873,303514,503317,
-167291,303468,503205,
-166975,303506,503282,
-167059,303440,503214,
-167507,303310,503057,
-168134,303245,502938,
-168740,303163,502802,
-169237,302990,502486,
-169665,302806,502202,
-170090,302625,501881,
-170492,302455,501602,
-170756,302250,501243,
-170770,302079,500940,
-170533,301909,500649,
-170173,301830,500445,
-169851,301738,500221,
-169643,301653,500118,
-169523,301616,500033,
-169449,301567,500034,
-169468,301547,499991,
-169700,301579,500055,
-170201,301607,500051,
-170863,301645,500165,
-171465,301687,500242,
-171833,301799,500409,
-171956,301828,500541,
-171955,301891,500702,
-171968,301943,500837,
-172056,302021,500972,
-172215,302100,501048,
-172436,302151,501220,
-172743,302186,501279,
-173170,302265,501424,
