ECG_I,PPG_RED,PPG_IR,{'Hz': 250}
-390167,380938,398929,
-390301,381115,399126,
-390355,381338,399441,
-390314,381460,399538,
-390225,381643,399844,
-390211,381800,400024,
-390355,381959,400288,
-390585,382094,400464,
-390720,382238,400581,
-390660,382393,400807,
-390497,382511,400898,
-390419,382654,401119,
-390509,382743,401199,
-390666,382858,401370,
-390724,382975,401604,
-390614,383103,401649,
-390382,383197,401828,
-390095,383345,401998,
-389771,383452,402193,
-389416,383584,402378,
-389082,383677,402545,
-388846,383832,402706,
-388724,384005,402938,
-388661,384114,403061,
-388604,384292,403150,
-388572,384397,403438,
-388616,384450,403515,
-388721,384587,403655,
-388781,384681,403807,
-388706,384817,403998,
-388519,384825,404033,
-388332,384974,404156,
-388217,385024,404193,
-388152,385046,404280,
-388081,385062,404329,
-388009,385123,404401,
-387981,385197,404433,
-387995,385216,404469,
-387975,385218,404535,
-387868,385254,404480,
-387733,385228,404462,
-387699,385227,404503,
-387822,385222,404473,
-388017,385159,404419,
-388143,385140,404360,
-388138,385133,404311,
-388048,385085,404273,
-387932,385026,404202,
-387785,385006,404191,
-387583,385013,404085,
-387371,384928,404015,
-387243,384843,403906,
-387240,384787,403797,
-387288,384733,403650,
-387272,384715,403635,
-387172,384627,403445,
-387080,384573,403398,
-387096,384539,403368,
-387227,384557,403408,
-387391,384591,403349,
-387503,384611,403402,
-387498,384728,403443,
-387307,384715,403578,
-386868,384824,403668,
-386218,384987,403692,
-385537,385068,403820,
-384717,385321,403915,
-384568,385439,403966,
-384298,385533,404124,
-384004,385636,404243,
-383811,385677,404378,
-383741,385768,404456,
-383731,385885,404612,
-383738,385942,404715,
-383772,386010,404799,
-383835,386083,404922,
-383864,386174,404936,
-383776,386231,405160,
-383546,386324,405203,
-383226,386408,405380,
-382873,386469,405464,
-382502,386583,405572,
-382118,386619,405718,
-381770,386708,405814,
-381536,386820,405873,
-381446,386852,405934,
-381456,386976,406105,
-381510,386985,406128,
-381625,387082,406237,
-381852,387059,406321,
-382140,387092,406402,
-382238,387163,406477,
-381762,387244,406487,
-380406,387258,406570,
-378120,387266,406636,
-375172,387341,406708,
-372119,387341,406766,
-369691,387366,406885,
-368591,387379,406879,
-369198,387447,406974,
-371342,387437,407025,
-374342,387492,407088,
-377342,387547,407183,
-379708,387539,407249,
-381206,387577,407303,
-381897,387517,407361,
-381949,387554,407428,
-381553,387625,407440,
-380937,387607,407452,
-380338,387602,407567,
-379906,387656,407569,
-379644,387711,407644,
-379465,387751,407706,
-379314,387802,407764,
-378981,387823,407984,
-378743,387866,408107,
-378436,387981,408115,
-378197,387940,408139,
-378130,388057,408234,
-378207,388050,408365,
-378306,388105,408473,
-378343,388122,408440,
-378331,388172,408467,
-378311,388177,408600,
-378285,388276,408630,
-378228,388236,408693,
-378150,388226,408661,
-378101,388211,408602,
-378095,388127,408508,
-378071,388000,408329,
-377952,387810,408154,
-377739,387614,407858,
-377518,387273,407429,
-377364,386907,407038,
-377267,386466,406452,
-377171,386072,405894,
-377072,385585,405346,
-377020,385062,404610,
-377042,384465,403827,
-377074,383802,403008,
-377008,383275,402237,
-376796,382693,401449,
-376488,382225,400678,
-376161,381690,400070,
-375840,381291,399399,
-375512,380897,398878,
-375188,380593,398414,
-374918,380325,397969,
-374736,380107,397580,
-374611,379862,397223,
-374499,379735,397013,
-374426,379669,396883,
-374480,379564,396733,
-374696,379605,396731,
-374983,379549,396716,
-375190,379644,396820,
-375260,379759,396895,
-375277,379804,396957,
-375357,379984,397230,
-375519,380130,397367,
-375694,380274,397586,
-375851,380442,397812,
-376045,380601,398004,
-376342,380743,398203,
-376711,380972,398458,
-377042,381112,398649,
-377278,381266,398885,
-377473,381484,399105,
-377717,381644,399352,
-378023,381806,399526,
-378311,382011,399728,
-378513,382093,399895,
-378651,382285,400116,
-378802,382430,400260,
-379000,382575,400452,
-379211,382716,400605,
-379401,382890,400817,
-379584,382978,400915,
-379789,383047,401066,
-380005,383158,401195,
-380179,383335,401386,
-380282,383466,401532,
-380329,383626,401724,
-380322,383815,401964,
-380209,383972,402105,
-379957,384100,402302,
-379652,384246,402461,
-379478,384403,402721,
-379537,384573,402923,
-379723,384656,403019,
-379816,384807,403223,
-379724,384873,403279,
-379585,384965,403417,
-379601,385010,403485,
-379796,385090,403582,
-379977,385107,403660,
-379944,385161,403724,
-379710,385176,403761,
-379477,385204,403808,
-379430,385241,403802,
-379578,385264,403951,
-379792,385324,403893,
-379939,385279,403983,
-379964,385302,403924,
-379881,385336,403930,
-379740,385349,403866,
-379633,385252,403873,
-379671,385290,403777,
-379906,385242,403745,
-380272,385162,403689,
-380623,385122,403661,
-380857,385156,403676,
-380989,385125,403661,
-381100,385145,403720,
-381230,385156,403676,
-381348,385221,403749,
-381414,385219,403779,
-381431,385251,403716,
-381418,385337,403795,
-381353,385337,403882,
-381198,385445,404023,
-380990,385492,404064,
-380871,385595,404205,
-380981,385648,404218,
-381307,385717,404324,
-381670,385801,404447,
-381880,385953,404565,
-381898,386011,404678,
-381831,386114,404762,
-381789,386193,404908,
-381783,386356,405076,
-381761,386461,405162,
-381700,386621,405324,
-381631,386791,405474,
-381589,386862,405572,
-381579,386972,405742,
-381608,387089,405830,
-381714,387193,405904,
-381933,387303,406043,
-382250,387355,406181,
-382598,387504,406273,
-382930,387597,406429,
-383251,387711,406525,
-383575,387796,406659,
-383869,387933,406770,
-384078,387968,406878,
-384211,388031,407006,
-384359,388202,407169,
-384598,388335,407267,
-384873,388396,407360,
-385042,388516,407553,
-385025,388654,407630,
-384898,388744,407795,
-384808,388836,407933,
-384820,388990,408044,
-384891,389119,408177,
-384988,389232,408325,
-385154,389318,408397,
-385379,389432,408491,
-385419,389485,408614,
-384827,389591,408709,
-383235,389654,408756,
-380680,389793,408921,
-377670,389782,409005,
-374969,389828,409064,
-373305,389934,409120,
-373160,390007,409303,
-374658,390044,409323,
-377485,390139,409403,
-380934,390166,409491,
-384136,390265,409568,
-386431,390294,409601,
-387620,390347,409715,
-387919,390389,409790,
-387701,390434,409830,
-387269,390477,409907,
-386814,390523,409891,
-386466,390552,410008,
-386294,390650,410100,
-386266,390683,410146,
-386265,390774,410247,
-386201,390763,410322,
-386101,390864,410354,
-386064,390928,410471,
-386135,390965,410553,
-386247,391065,410609,
-386305,391115,410597,
-386280,391148,410782,
-386218,391243,410888,
-386162,391295,410943,
-386107,391358,411052,
-386051,391383,411117,
-386034,391451,411187,
-386109,391506,411208,
-386254,391510,411246,
-386364,391539,411247,
-386363,391544,411216,
-386289,391464,411198,
-386259,391364,411030,
-386334,391184,410785,
-386448,391014,410537,
-386491,390714,410061,
-386435,390346,409598,
-386354,389905,409043,
-386318,389454,408425,
-386302,388894,407602,
-386219,388161,406725,
-386025,387613,405889,
-385771,386945,404939,
-385546,386335,404088,
-385397,385739,403218,
-385324,385268,402406,
-385476,383880,401620,
-385538,383491,400850,
-385521,383148,400165,
-385446,382831,399533,
-385370,382635,399012,
-385311,382533,398519,
-385226,382331,398168,
-385091,382325,397994,
-384966,382308,397763,
-384946,382343,397624,
-385047,382357,397530,
-385173,382419,397552,
-385225,382573,397549,
-385226,382676,397600,
-385303,382843,397761,
-385544,383023,397916,
-385899,383271,398185,
-386251,383397,398365,
-386555,383637,398560,
-386881,383760,398777,
-387312,384053,399077,
-387828,384255,399311,
-388319,384497,399668,
-388690,384697,399909,
-388939,384841,400195,
-389123,385122,400476,
-389293,385259,400724,
-389477,385448,401017,
-389696,385659,401251,
-389952,385818,401481,
-390185,385954,401742,
-390300,386147,401916,
-390275,386305,402157,
-390229,386473,402395,
-390341,386638,402524,
-390662,386827,402818,
-391037,386954,403015,
-391241,387113,403260,
-391198,387291,403396,
-391045,387389,403634,
-390987,387563,403786,
-391104,387729,404108,
-391321,387900,404274,
-391510,387995,404541,
-391591,388157,404725,
-391534,388307,404862,
-391332,388440,405061,
-391028,388491,405253,
-390786,388544,405597,
-391078,388594,405694,
-391377,388695,405818,
-391599,388696,405862,
-391742,388799,405899,
-391811,388806,405922,
-391775,388785,406002,
-391642,388837,405959,
-391518,388832,405935,
-391554,388740,405951,
-391799,388757,405873,
-392132,388648,405816,
-392377,388645,405741,
-392465,388577,405649,
-392479,388574,405625,
-392533,388504,405562,
-392649,388479,405487,
-392763,388363,405351,
-392819,388343,405295,
-392833,388287,405226,
-392852,388282,405142,
-392889,388203,405133,
-392920,388181,405125,
-392927,388137,405070,
-392923,388158,405073,
-392924,388179,405046,
-392932,388137,405032,
-392959,388172,405079,
-393055,388218,405032,
-393260,388206,405151,
-393526,388284,405138,
-393727,388303,405210,
-393767,388343,405219,
-393685,388342,405285,
-393611,388459,405314,
-393614,388446,405373,
-393617,388515,405445,
-393490,388639,405509,
-393212,388577,405519,
-392915,388633,405612,
-392758,388701,405580,
-392783,388698,405543,
-392909,388743,405585,
-393035,388842,405661,
-393132,388848,405686,
-393224,388888,405691,
-393330,388853,405704,
-393450,388887,405769,
-393597,388944,405831,
-393804,388997,405939,
-394078,389052,406018,
-394369,389090,406070,
-394619,389148,406151,
-394828,389277,406302,
-395044,389284,406353,
-395290,389380,406483,
-395518,389418,406650,
-395679,389585,406763,
-395808,389569,406776,
-396001,389685,406901,
-396301,389753,406963,
-396616,389744,407136,
-396801,389886,407194,
-396817,389902,407274,
-396792,390013,407349,
-396903,390038,407461,
-397206,390104,407531,
-397554,390124,407612,
-397660,390166,407662,
-397218,390182,407746,
-395988,390251,407818,
-393889,390274,407811,
-391114,390290,407912,
-388211,390366,408027,
-385986,390412,408046,
-385187,390401,408062,
-386145,390419,408103,
-388618,390518,408243,
-391936,390527,408272,
-395311,390527,408314,
-398106,390592,408320,
-399952,390622,408367,
-400759,390654,408497,
-400692,390679,408511,
-400091,390718,408572,
-399337,390769,408611,
-398711,390806,408719,
-398336,390851,408701,
-398218,390833,408777,
-398309,390909,408826,
-398522,390898,408908,
-398730,390992,408969,
-398820,391009,408925,
-398775,391034,409076,
-398688,391072,409174,
-398678,391159,409289,
-398778,391191,409281,
-398932,391237,409393,
-399094,391318,409472,
-399311,391370,409511,
-399668,391436,409662,
-400184,391524,409771,
-400763,391534,409812,
-401265,391636,409886,
-401602,391633,409956,
-401752,391667,409995,
-401723,391651,409928,
-401539,391567,409842,
-401280,391514,409670,
-401086,391290,409433,
-401071,391038,409028,
-401218,390649,408580,
-401376,390234,407902,
-401379,389711,407225,
-401176,389096,406395,
-400844,388502,405404,
-400519,387797,404379,
-400315,387049,403247,
-400289,386307,402015,
-400426,385491,400689,
-400628,384657,399400,
-400746,383932,398200,
-400674,383176,396915,
-400442,382381,395638,
-400187,381667,394441,
-400027,380935,393349,
-399950,380292,392244,
-399858,379729,391316,
-399697,379169,390514,
-399533,378752,389761,
-399470,378357,389140,
-399536,378025,388536,
-399663,377725,388127,
-399798,377498,387780,
-399992,377334,387502,
-400346,377208,387288,
-400874,377125,387132,
