ECG_I,PPG_RED,PPG_IR,{'Hz': 250}
218574,504304,653456,
218697,504074,653450,
218694,504019,653480,
218561,503976,653606,
218369,503851,653668,
218243,503760,653712,
218271,503631,653766,
218431,503622,653873,
218591,503536,654034,
218609,503457,654161,
218447,503432,654247,
218194,503359,654364,
217997,503417,654510,
217953,503471,654846,
218066,503670,655133,
218267,503822,655412,
218456,504079,655838,
218541,504292,656178,
218481,504590,656552,
218326,504872,656969,
218205,505084,657247,
218233,505295,657628,
218409,505510,657886,
218425,506168,658234,
218092,506295,658602,
217793,506364,658811,
217665,506465,658985,
217749,506426,659121,
217998,506389,659204,
218313,506290,659162,
218573,506332,659190,
218675,506359,659205,
218576,506372,659192,
218319,506493,659263,
218003,506591,659348,
217732,506659,659391,
217569,506701,659513,
217533,506649,659592,
217613,506758,659574,
217769,506832,659579,
217934,506930,659586,
218039,506967,659614,
218048,507198,659662,
217987,507404,659713,
217915,507661,659880,
217878,507957,660157,
217877,508262,660281,
217885,508671,660509,
217888,508963,660863,
217903,509299,661222,
217951,509509,661452,
218023,509704,661636,
218082,509842,661817,
218091,509836,661988,
218036,509760,662036,
217939,509619,661989,
217829,509343,661866,
217725,508955,661782,
217615,508676,661443,
217465,508423,661138,
217249,508264,660974,
216989,507984,660813,
216768,507612,660672,
216684,507107,660449,
216770,506664,660245,
216953,506150,659894,
217111,505810,659486,
217180,505434,659183,
217197,505143,658991,
217241,505009,658771,
217323,505023,658689,
217124,505040,659038,
216962,505143,659207,
216908,505185,659370,
216963,505248,659550,
217051,505167,659593,
217110,505242,659722,
217143,505187,659787,
217180,505129,659820,
217219,505110,659875,
217227,505041,659934,
217185,505123,660091,
217116,505200,660258,
217053,505420,660538,
216995,505397,660618,
216905,505435,660721,
216748,505303,660689,
216527,505324,660760,
216283,505245,660767,
216062,505208,660804,
215908,505262,660923,
215856,505296,661044,
215917,505415,661258,
216054,505588,661577,
216188,505889,661915,
216238,506061,662172,
216172,506223,662381,
216018,506342,662477,
215833,506374,662627,
215658,506284,662583,
215509,506225,662589,
215384,506106,662541,
215262,506091,662624,
215091,506169,662706,
214808,506201,662747,
214413,506256,662891,
214039,506313,663025,
