ECG_I,PPG_RED,PPG_IR,{'Hz': 250}
-1231171,445761,711029,
-1231822,445712,710872,
-1231580,445621,710803,
-1230799,445588,710803,
-1230129,445493,710694,
-1230167,445500,710561,
-1234100,445461,710530,
-1234734,445425,710432,
-1234279,445450,710447,
-1233017,445483,710386,
-1231588,445422,710422,
-1230590,445389,710326,
-1230255,445346,710366,
-1230401,445393,710393,
-1230633,445439,710476,
-1230639,445397,710411,
-1230382,445326,710376,
-1230102,445402,710484,
-1230117,445334,710356,
-1230542,445249,710295,
-1231181,445197,710182,
-1231677,445201,710139,
-1231799,445196,710116,
-1231600,445095,710040,
-1231304,445089,709929,
-1231070,445020,709885,
-1230881,444945,709770,
-1230644,444837,709667,
-1230341,444829,709627,
-1230084,444799,709530,
-1230019,444790,709546,
-1230218,444736,709399,
-1230622,444679,709354,
-1231063,444734,709361,
-1231354,444742,709325,
-1231384,444698,709289,
-1231199,444705,709243,
-1230979,444709,709271,
-1230901,444725,709244,
-1230987,444681,709286,
-1231071,444697,709262,
-1230949,444703,709283,
-1230572,444721,709345,
-1230143,444735,709335,
-1230003,444754,709242,
-1230383,444775,709328,
-1231229,444818,709378,
-1232206,444699,709316,
-1232908,444740,709209,
-1233125,444708,709233,
-1232943,444660,709103,
-1232619,444606,708952,
-1232341,444539,708939,
-1232081,444447,708755,
-1231692,444379,708723,
-1231109,444320,708664,
-1230463,444270,708554,
-1229999,444296,708605,
-1229900,444271,708571,
-1230182,444232,708506,
-1230718,444229,708464,
-1231314,444136,708472,
-1231790,444214,708571,
-1232045,444205,708529,
-1232110,444213,708566,
-1232123,444262,708640,
-1232216,444276,708711,
-1232396,444320,708683,
-1232531,444329,708707,
-1232468,444323,708754,
-1232167,444346,708816,
-1231707,444360,708840,
-1231201,444366,708858,
-1230711,444380,708916,
-1230274,444449,708965,
-1229961,444374,708962,
-1229890,444351,708903,
-1230152,444301,708908,
-1230722,444330,708870,
-1231454,444338,708913,
-1232155,444310,708904,
-1232661,444363,708963,
-1232877,444368,708906,
-1232789,444271,708852,
-1232491,444302,708922,
-1232174,444224,708918,
-1232043,444223,708941,
-1232185,444189,708793,
-1232502,444140,708781,
-1232780,444129,708714,
-1232851,444075,708772,
-1232704,444082,708778,
-1232446,444107,708773,
-1232169,444128,708803,
-1231864,444117,708838,
-1231466,444091,708768,
-1230978,444040,708753,
-1230528,443962,708683,
-1230306,443996,708732,
-1230442,443956,708600,
-1230935,443963,708627,
-1231646,443930,708702,
-1232341,443963,708738,
-1232776,443868,708588,
-1232812,443922,708639,
-1232482,443861,708613,
-1231929,443880,708659,
-1231277,443934,708661,
-1230582,443857,708701,
-1229931,443837,708743,
-1229537,443899,708738,
-1229634,443895,708784,
-1230227,443923,708824,
-1230980,443966,708910,
-1231410,443995,708942,
-1231246,443949,708895,
-1230628,444019,708941,
-1229989,444056,709010,
-1229754,444028,709040,
-1230097,444095,709113,
-1230880,444022,709049,
-1231757,444073,709119,
-1232370,444060,709108,
-1232529,444049,709204,
-1232296,444067,709124,
-1231892,444049,709192,
-1231533,444015,709141,
-1231320,444080,709164,
-1231261,444025,709182,
-1231330,444033,709245,
-1231471,444024,709182,
-1231589,444003,709333,
-1231597,444096,709343,
-1231514,444084,709456,
