timestamp_mon_ppg_ir_smooth;mon_ppg_ir_smooth;timestamp_mon_ppg_red_smooth;mon_ppg_red_smooth
1787030804942;196828.84375;1787030804942;167706.28125
1787030804951;196828.84375;1787030804951;167706.28125
1787030804961;196828.84375;1787030804961;167706.28125
1787030804971;196828.84375;1787030804971;167706.28125
1787030804981;196916.015625;1787030804981;167796.15625
1787030804991;196916.015625;1787030804991;167796.15625
1787030805001;196926.515625;1787030805001;167784.953125
1787030805011;196926.515625;1787030805011;167784.953125
1787030805021;196926.515625;1787030805021;167784.953125
1787030805031;196926.515625;1787030805031;167784.953125
1787030805041;196926.515625;1787030805041;167784.953125
1787030805051;196926.515625;1787030805051;167784.953125
1787030805061;197223.546875;1787030805061;167891.109375
1787030805071;197223.546875;1787030805071;167891.109375
1787030805081;197223.546875;1787030805081;167891.109375
1787030805091;197223.546875;1787030805091;167891.109375
1787030805101;197223.546875;1787030805101;167891.109375
1787030805111;197223.546875;1787030805111;167891.109375
1787030805121;197250.578125;1787030805121;167895.046875
1787030805131;197106.984375;1787030805131;167815.125
1787030805141;197043.53125;1787030805141;167771.84375
1787030805151;197043.53125;1787030805151;167771.84375
1787030805161;197043.53125;1787030805161;167771.84375
1787030805171;197043.53125;1787030805171;167771.84375
1787030805181;197043.53125;1787030805181;167771.84375
1787030805191;197043.53125;1787030805191;167771.84375
1787030805201;197616.1875;1787030805201;168044.515625
1787030805211;197616.1875;1787030805211;168044.515625
1787030805221;197688.65625;1787030805221;168083.921875
1787030805231;197688.65625;1787030805231;168083.921875
1787030805241;197688.65625;1787030805241;168083.921875
1787030805251;197688.65625;1787030805251;168083.921875
1787030805261;197688.65625;1787030805261;168083.921875
1787030805271;197688.65625;1787030805271;168083.921875
1787030805281;197574.359375;1787030805281;168068.484375
1787030805291;197591.078125;1787030805291;168074.640625
1787030805301;197591.078125;1787030805301;168074.640625
1787030805311;197591.078125;1787030805311;168074.640625
1787030805321;197591.078125;1787030805321;168074.640625
1787030805331;197591.078125;1787030805331;168074.640625
1787030805341;197591.078125;1787030805341;168074.640625
1787030805351;197624.90625;1787030805351;168084
1787030805361;197807.1875;1787030805361;168141.484375
1787030805371;197807.1875;1787030805371;168141.484375
1787030805381;197807.1875;1787030805381;168141.484375
1787030805391;197807.1875;1787030805391;168141.484375
1787030805401;197807.1875;1787030805401;168141.484375
1787030805411;197807.1875;1787030805411;168141.484375
1787030805421;197860.03125;1787030805421;168186.296875
1787030805431;197624.296875;1787030805431;168088.859375
1787030805441;197262.0625;1787030805441;167943.53125
1787030805451;197262.0625;1787030805451;167943.53125
1787030805461;197262.0625;1787030805461;167943.53125
1787030805471;197262.0625;1787030805471;167943.53125
1787030805481;197262.0625;1787030805481;167943.53125
1787030805491;197262.0625;1787030805491;167943.53125
1787030805501;194678.46875;1787030805501;166968.1875
1787030805511;194678.46875;1787030805511;166968.1875
1787030805521;194517.296875;1787030805521;166903.609375
1787030805531;194517.296875;1787030805531;166903.609375
1787030805541;194517.296875;1787030805541;166903.609375
1787030805551;194517.296875;1787030805551;166903.609375
1787030805561;194517.296875;1787030805561;166903.609375
1787030805571;194517.296875;1787030805571;166903.609375
1787030805581;195030.59375;1787030805581;167093.40625
1787030805591;195121.640625;1787030805591;167130.8125
1787030805601;195204.765625;1787030805601;167164.734375
1787030805611;195204.765625;1787030805611;167164.734375
1787030805621;195204.765625;1787030805621;167164.734375
1787030805631;195204.765625;1787030805631;167164.734375
1787030805641;195204.765625;1787030805641;167164.734375
1787030805651;195204.765625;1787030805651;167164.734375
1787030805661;195741.828125;1787030805661;167360.4375
1787030805671;195741.828125;1787030805671;167360.4375
1787030805681;195741.828125;1787030805681;167360.4375
1787030805691;195741.828125;1787030805691;167360.4375
1787030805701;195741.828125;1787030805701;167360.4375
1787030805711;195741.828125;1787030805711;167360.4375
1787030805721;196060.046875;1787030805721;167468.546875
1787030805731;196016.765625;1787030805731;167447.34375
1787030805741;195977.703125;1787030805741;167430.875
1787030805751;195977.703125;1787030805751;167430.875
1787030805761;195977.703125;1787030805761;167430.875
1787030805771;195977.703125;1787030805771;167430.875
1787030805781;195977.703125;1787030805781;167430.875
1787030805791;195977.703125;1787030805791;167430.875
1787030805801;195875.328125;1787030805801;167380.9375
1787030805811;195896.421875;1787030805811;167386.796875
1787030805821;195927.359375;1787030805821;167397.984375
1787030805831;195927.359375;1787030805831;167397.984375
1787030805841;195927.359375;1787030805841;167397.984375
1787030805851;195927.359375;1787030805851;167397.984375
1787030805861;195927.359375;1787030805861;167397.984375
1787030805871;195927.359375;1787030805871;167397.984375
1787030805881;196352.75;1787030805881;167561.171875
1787030805891;196517.25;1787030805891;167610.9375
1787030805901;196517.25;1787030805901;167610.9375
1787030805911;196517.25;1787030805911;167610.9375
1787030805921;196517.25;1787030805921;167610.9375
1787030805931;196517.25;1787030805931;167610.9375
1787030805941;196517.25;1787030805941;167610.9375
1787030805951;196575.390625;1787030805951;167625.28125
1787030805961;196516.8125;1787030805961;167603.65625
1787030805971;196551.59375;1787030805971;167613.28125
1787030805981;196551.59375;1787030805981;167613.28125
1787030805991;196551.59375;1787030805991;167613.28125
1787030806001;196551.59375;1787030806001;167613.28125
1787030806011;196551.59375;1787030806011;167613.28125
1787030806021;196551.59375;1787030806021;167613.28125
1787030806031;196893.125;1787030806031;167709.90625
1787030806041;196917.15625;1787030806041;167715.65625
1787030806051;196917.15625;1787030806051;167715.65625
1787030806061;196917.15625;1787030806061;167715.65625
1787030806071;196917.15625;1787030806071;167715.65625
1787030806081;196917.15625;1787030806081;167715.65625
1787030806091;196917.15625;1787030806091;167715.65625
1787030806101;197213.578125;1787030806101;167825.765625
1787030806111;197245.296875;1787030806111;167836.28125
1787030806121;197245.296875;1787030806121;167836.28125
1787030806131;197245.296875;1787030806131;167836.28125
1787030806141;197245.296875;1787030806141;167836.28125
1787030806151;197245.296875;1787030806151;167836.28125
1787030806161;197245.296875;1787030806161;167836.28125
1787030806171;196839.984375;1787030806171;167672.015625
1787030806181;195631.203125;1787030806181;167202.171875
1787030806191;194807.8125;1787030806191;166888.203125
1787030806201;194807.8125;1787030806201;166888.203125
1787030806211;194807.8125;1787030806211;166888.203125
1787030806221;194807.8125;1787030806221;166888.203125
1787030806231;194807.8125;1787030806231;166888.203125
1787030806241;194807.8125;1787030806241;166888.203125
1787030806251;194119.90625;1787030806251;166627.484375
1787030806261;194153.296875;1787030806261;166638.359375
1787030806271;194269.5;1787030806271;166681.46875
1787030806281;194269.5;1787030806281;166681.46875
1787030806291;194269.5;1787030806291;166681.46875
1787030806301;194269.5;1787030806301;166681.46875
1787030806311;194269.5;1787030806311;166681.46875
1787030806321;194269.5;1787030806321;166681.46875
1787030806331;194666.609375;1787030806331;166846.28125
1787030806341;194666.609375;1787030806341;166846.28125
1787030806351;194804.65625;1787030806351;166893.828125
1787030806361;194804.65625;1787030806361;166893.828125
1787030806371;194804.65625;1787030806371;166893.828125
1787030806381;194804.65625;1787030806381;166893.828125
1787030806391;194804.65625;1787030806391;166893.828125
1787030806401;194804.65625;1787030806401;166893.828125
1787030806411;195153.25;1787030806411;167011.96875
1787030806421;195153.25;1787030806421;167011.96875
1787030806431;195153.25;1787030806431;167011.96875
1787030806441;195153.25;1787030806441;167011.96875
1787030806451;195153.25;1787030806451;167011.96875
1787030806461;195153.25;1787030806461;167011.96875
1787030806471;195148.78125;1787030806471;166989.84375
1787030806481;195105.984375;1787030806481;166964.6875
1787030806491;195080.453125;1787030806491;166952.359375
1787030806501;195080.453125;1787030806501;166952.359375
1787030806511;195080.453125;1787030806511;166952.359375
1787030806521;195080.453125;1787030806521;166952.359375
1787030806531;195080.453125;1787030806531;166952.359375
1787030806541;195080.453125;1787030806541;166952.359375
1787030806551;195248.578125;1787030806551;167010.25
1787030806561;195248.578125;1787030806561;167010.25
1787030806571;195310.515625;1787030806571;167032.515625
1787030806581;195310.515625;1787030806581;167032.515625
1787030806591;195310.515625;1787030806591;167032.515625
1787030806601;195310.515625;1787030806601;167032.515625
1787030806611;195310.515625;1787030806611;167032.515625
1787030806621;195310.515625;1787030806621;167032.515625
1787030806631;195792.984375;1787030806631;167206.609375
1787030806641;195970.96875;1787030806641;167267.359375
1787030806651;195970.96875;1787030806651;167267.359375
1787030806661;195970.96875;1787030806661;167267.359375
1787030806671;195970.96875;1787030806671;167267.359375
1787030806681;195970.96875;1787030806681;167267.359375
1787030806691;195970.96875;1787030806691;167267.359375
1787030806701;196054.625;1787030806701;167297.671875
1787030806711;196385.625;1787030806711;167428.5
1787030806721;196501.390625;1787030806721;167463.015625
1787030806731;196501.390625;1787030806731;167463.015625
1787030806741;196501.390625;1787030806741;167463.015625
1787030806751;196501.390625;1787030806751;167463.015625
1787030806761;196501.390625;1787030806761;167463.015625
1787030806771;196501.390625;1787030806771;167463.015625
1787030806781;196670.5;1787030806781;167505.375
1787030806791;196803.65625;1787030806791;167546.359375
1787030806801;196803.65625;1787030806801;167546.359375
1787030806811;196803.65625;1787030806811;167546.359375
1787030806821;196803.65625;1787030806821;167546.359375
1787030806831;196803.65625;1787030806831;167546.359375
1787030806841;196803.65625;1787030806841;167546.359375
1787030806851;196961.046875;1787030806851;167568.25
1787030806861;196988.078125;1787030806861;167571
1787030806871;197017.5625;1787030806871;167577.375
1787030806881;197017.5625;1787030806881;167577.375
1787030806891;197017.5625;1787030806891;167577.375
1787030806901;197017.5625;1787030806901;167577.375
1787030806911;197017.5625;1787030806911;167577.375
1787030806921;197017.5625;1787030806921;167577.375
1787030806931;197219.875;1787030806931;167662
1787030806941;197294.140625;1787030806941;167686.984375
1787030806951;197294.140625;1787030806951;167686.984375
1787030806961;197294.140625;1787030806961;167686.984375
1787030806971;197294.140625;1787030806971;167686.984375
1787030806981;197294.140625;1787030806981;167686.984375
1787030806991;197294.140625;1787030806991;167686.984375
1787030807001;197375.546875;1787030807001;167714.40625
1787030807011;197551.125;1787030807011;167795.71875
1787030807021;197610.234375;1787030807021;167824.90625
1787030807031;197610.234375;1787030807031;167824.90625
1787030807041;197610.234375;1787030807041;167824.90625
1787030807051;197610.234375;1787030807051;167824.90625
1787030807061;197610.234375;1787030807061;167824.90625
1787030807071;197610.234375;1787030807071;167824.90625
1787030807081;197827.15625;1787030807081;167837.65625
1787030807091;197672.078125;1787030807091;167837.65625
1787030807101;197672.078125;1787030807101;167837.65625
1787030807111;197672.078125;1787030807111;167837.65625
1787030807121;197672.078125;1787030807121;167837.65625
1787030807131;197672.078125;1787030807131;167837.65625
1787030807141;197672.078125;1787030807141;167837.65625
1787030807151;194452.859375;1787030807151;166593.84375
1787030807161;194069.671875;1787030807161;166464.234375
1787030807171;194069.671875;1787030807171;166464.234375
1787030807181;194069.671875;1787030807181;166464.234375
1787030807191;194069.671875;1787030807191;166464.234375
1787030807201;194069.671875;1787030807201;166464.234375
1787030807211;194069.671875;1787030807211;166464.234375
1787030807221;194032.375;1787030807221;166460.296875
1787030807231;194217.078125;1787030807231;166532.078125
1787030807241;194259.53125;1787030807241;166545.921875
1787030807251;194259.53125;1787030807251;166545.921875
1787030807261;194259.53125;1787030807261;166545.921875
1787030807271;194259.53125;1787030807271;166545.921875
1787030807281;194259.53125;1787030807281;166545.921875
1787030807291;194259.53125;1787030807291;166545.921875
1787030807301;194421.34375;1787030807301;166587.1875
1787030807311;194455.75;1787030807311;166587.1875
1787030807321;194546.203125;1787030807321;166616.734375
1787030807331;194546.203125;1787030807331;166616.734375
1787030807341;194546.203125;1787030807341;166616.734375
1787030807351;194546.203125;1787030807351;166616.734375
1787030807361;194546.203125;1787030807361;166616.734375
1787030807371;194546.203125;1787030807371;166616.734375
1787030807381;194825.546875;1787030807381;166728.25
1787030807391;194825.546875;1787030807391;166728.25
1787030807401;194836.25;1787030807401;166727.078125
1787030807411;194836.25;1787030807411;166727.078125
1787030807421;194836.25;1787030807421;166727.078125
1787030807431;194836.25;1787030807431;166727.078125
1787030807441;194836.25;1787030807441;166727.078125
1787030807451;194836.25;1787030807451;166727.078125
1787030807461;194763.6875;1787030807461;166680.796875
1787030807471;194763.6875;1787030807471;166680.796875
1787030807481;194763.6875;1787030807481;166680.796875
1787030807491;194763.6875;1787030807491;166680.796875
1787030807501;194763.6875;1787030807501;166680.796875
1787030807511;194763.6875;1787030807511;166680.796875
1787030807521;194864.171875;1787030807521;166721.4375
1787030807531;194983.5;1787030807531;166772.015625
1787030807541;195117.65625;1787030807541;166829.515625
1787030807551;195117.65625;1787030807551;166829.515625
1787030807561;195117.65625;1787030807561;166829.515625
1787030807571;195117.65625;1787030807571;166829.515625
1787030807581;195117.65625;1787030807581;166829.515625
1787030807591;195117.65625;1787030807591;166829.515625
1787030807601;195464.4375;1787030807601;166948.59375
1787030807611;195464.4375;1787030807611;166948.59375
1787030807621;195574.921875;1787030807621;166981.546875
1787030807631;195574.921875;1787030807631;166981.546875
1787030807641;195574.921875;1787030807641;166981.546875
1787030807651;195574.921875;1787030807651;166981.546875
1787030807661;195574.921875;1787030807661;166981.546875
1787030807671;195574.921875;1787030807671;166981.546875
1787030807681;195837.171875;1787030807681;167069.609375
1787030807691;195873.203125;1787030807691;167080.03125
1787030807701;195873.203125;1787030807701;167080.03125
1787030807711;195873.203125;1787030807711;167080.03125
1787030807721;195873.203125;1787030807721;167080.03125
1787030807731;195873.203125;1787030807731;167080.03125
1787030807741;195873.203125;1787030807741;167080.03125
1787030807751;195909.359375;1787030807751;167090.96875
1787030807761;196106.484375;1787030807761;167163.84375
1787030807771;196202.5625;1787030807771;167197.46875
1787030807781;196202.5625;1787030807781;167197.46875
1787030807791;196202.5625;1787030807791;167197.46875
1787030807801;196202.5625;1787030807801;167197.46875
1787030807811;196202.5625;1787030807811;167197.46875
1787030807821;196202.5625;1787030807821;167197.46875
1787030807831;196345.9375;1787030807831;167240.8125
1787030807841;196462.265625;1787030807841;167267.484375
1787030807851;196462.265625;1787030807851;167267.484375
1787030807861;196462.265625;1787030807861;167267.484375
1787030807871;196462.265625;1787030807871;167267.484375
1787030807881;196462.265625;1787030807881;167267.484375
1787030807891;196462.265625;1787030807891;167267.484375
1787030807901;196702.65625;1787030807901;167347.015625
1787030807911;196733.421875;1787030807911;167359.15625
1787030807921;196758.84375;1787030807921;167367.34375
1787030807931;196758.84375;1787030807931;167367.34375
1787030807941;196758.84375;1787030807941;167367.34375
1787030807951;196758.84375;1787030807951;167367.34375
1787030807961;196758.84375;1787030807961;167367.34375
1787030807971;196758.84375;1787030807971;167367.34375
1787030807981;197019.5625;1787030807981;167395.546875
1787030807991;196937.125;1787030807991;167334.359375
1787030808001;196937.125;1787030808001;167334.359375
1787030808011;196937.125;1787030808011;167334.359375
1787030808021;196937.125;1787030808021;167334.359375
1787030808031;196937.125;1787030808031;167334.359375
1787030808041;196937.125;1787030808041;167334.359375
1787030808051;196428.015625;1787030808051;167122.84375
1787030808061;194528;1787030808061;166396.296875
1787030808071;193854.203125;1787030808071;166145.703125
1787030808081;193854.203125;1787030808081;166145.703125
1787030808091;193854.203125;1787030808091;166145.703125
1787030808101;193854.203125;1787030808101;166145.703125
1787030808111;193854.203125;1787030808111;166145.703125
1787030808121;193854.203125;1787030808121;166145.703125
1787030808131;193609.359375;1787030808131;166071.8125
1787030808141;193721.421875;1787030808141;166120.390625
1787030808151;193721.421875;1787030808151;166120.390625
1787030808161;193721.421875;1787030808161;166120.390625
1787030808171;193721.421875;1787030808171;166120.390625
1787030808181;193721.421875;1787030808181;166120.390625
1787030808191;193721.421875;1787030808191;166120.390625
1787030808201;194070.0625;1787030808201;166247.78125
1787030808211;194149.90625;1787030808211;166279.359375
1787030808221;194149.90625;1787030808221;166279.359375
1787030808231;194149.90625;1787030808231;166279.359375
1787030808241;194149.90625;1787030808241;166279.359375
1787030808251;194149.90625;1787030808251;166279.359375
1787030808261;194149.90625;1787030808261;166279.359375
1787030808271;194188.8125;1787030808271;166295.734375
1787030808281;194426;1787030808281;166392.75
1787030808291;194467.609375;1787030808291;166405.59375
1787030808301;194467.609375;1787030808301;166405.59375
1787030808311;194467.609375;1787030808311;166405.59375
1787030808321;194467.609375;1787030808321;166405.59375
1787030808331;194467.609375;1787030808331;166405.59375
1787030808341;194467.609375;1787030808341;166405.59375
1787030808351;194501.359375;1787030808351;166387.046875
1787030808361;194453.890625;1787030808361;166355.578125
1787030808371;194416.765625;1787030808371;166337.71875
1787030808381;194416.765625;1787030808381;166337.71875
1787030808391;194416.765625;1787030808391;166337.71875
1787030808401;194416.765625;1787030808401;166337.71875
1787030808411;194416.765625;1787030808411;166337.71875
1787030808421;194416.765625;1787030808421;166337.71875
1787030808431;194553.203125;1787030808431;166410.359375
1787030808441;194553.203125;1787030808441;166410.359375
1787030808451;194641.859375;1787030808451;166452.265625
1787030808461;194641.859375;1787030808461;166452.265625
1787030808471;194641.859375;1787030808471;166452.265625
1787030808481;194641.859375;1787030808481;166452.265625
1787030808491;194641.859375;1787030808491;166452.265625
1787030808501;194641.859375;1787030808501;166452.265625
1787030808511;195006.171875;1787030808511;166596.75
1787030808521;195006.171875;1787030808521;166596.75
1787030808531;195006.171875;1787030808531;166596.75
1787030808541;195006.171875;1787030808541;166596.75
1787030808551;195006.171875;1787030808551;166596.75
1787030808561;195006.171875;1787030808561;166596.75
1787030808571;195232.109375;1787030808571;166679.4375
1787030808581;195430.71875;1787030808581;166753.203125
1787030808591;195531.9375;1787030808591;166792.328125
1787030808601;195531.9375;1787030808601;166792.328125
1787030808611;195531.9375;1787030808611;166792.328125
1787030808621;195531.9375;1787030808621;166792.328125
1787030808631;195531.9375;1787030808631;166792.328125
1787030808641;195531.9375;1787030808641;166792.328125
1787030808651;195779.3125;1787030808651;166871.40625
1787030808661;195779.3125;1787030808661;166871.40625
1787030808671;195863.921875;1787030808671;166895.8125
1787030808681;195863.921875;1787030808681;166895.8125
1787030808691;195863.921875;1787030808691;166895.8125
1787030808701;195863.921875;1787030808701;166895.8125
1787030808711;195863.921875;1787030808711;166895.8125
1787030808721;195863.921875;1787030808721;166895.8125
1787030808731;196090.578125;1787030808731;166962.09375
1787030808741;196090.578125;1787030808741;166962.09375
1787030808751;196117.875;1787030808751;166970.359375
1787030808761;196117.875;1787030808761;166970.359375
1787030808771;196117.875;1787030808771;166970.359375
1787030808781;196117.875;1787030808781;166970.359375
1787030808791;196117.875;1787030808791;166970.359375
1787030808801;196117.875;1787030808801;166970.359375
1787030808811;196317.96875;1787030808811;167028.359375
1787030808821;196317.96875;1787030808821;167028.359375
1787030808831;196317.96875;1787030808831;167028.359375
1787030808841;196317.96875;1787030808841;167028.359375
1787030808851;196317.96875;1787030808851;167028.359375
1787030808861;196317.96875;1787030808861;167028.359375
1787030808871;196788.84375;1787030808871;167195.78125
1787030808881;196774.0625;1787030808881;167193.078125
1787030808891;196445.953125;1787030808891;167070.453125
1787030808901;196445.953125;1787030808901;167070.453125
1787030808911;196445.953125;1787030808911;167070.453125
1787030808921;196445.953125;1787030808921;167070.453125
1787030808931;196445.953125;1787030808931;167070.453125
1787030808941;196445.953125;1787030808941;167070.453125
1787030808951;194115.890625;1787030808951;166162.59375
1787030808961;194115.890625;1787030808961;166162.59375
1787030808971;193909.625;1787030808971;166083.859375
1787030808981;193909.625;1787030808981;166083.859375
1787030808991;193909.625;1787030808991;166083.859375
1787030809001;193909.625;1787030809001;166083.859375
1787030809011;193909.625;1787030809011;166083.859375
1787030809021;193909.625;1787030809021;166083.859375
1787030809031;193905.03125;1787030809031;166084.09375
1787030809041;194007.703125;1787030809041;166125.53125
1787030809051;194007.703125;1787030809051;166125.53125
1787030809061;194007.703125;1787030809061;166125.53125
1787030809071;194007.703125;1787030809071;166125.53125
1787030809081;194007.703125;1787030809081;166125.53125
1787030809091;194007.703125;1787030809091;166125.53125
1787030809101;194059.9375;1787030809101;166147.25
1787030809111;194331.453125;1787030809111;166246.921875
1787030809121;194440.6875;1787030809121;166285.8125
1787030809131;194440.6875;1787030809131;166285.8125
1787030809141;194440.6875;1787030809141;166285.8125
1787030809151;194440.6875;1787030809151;166285.8125
1787030809161;194440.6875;1787030809161;166285.8125
1787030809171;194440.6875;1787030809171;166285.8125
1787030809181;194592.9375;1787030809181;166344.78125
1787030809191;194668.703125;1787030809191;166371.875
1787030809201;194668.703125;1787030809201;166371.875
1787030809211;194668.703125;1787030809211;166371.875
1787030809221;194668.703125;1787030809221;166371.875
1787030809231;194668.703125;1787030809231;166371.875
1787030809241;194668.703125;1787030809241;166371.875
1787030809251;194488.4375;1787030809251;166283.71875
1787030809261;194459.46875;1787030809261;166267.25
1787030809271;194443.40625;1787030809271;166257.375
1787030809281;194443.40625;1787030809281;166257.375
1787030809291;194443.40625;1787030809291;166257.375
1787030809301;194443.40625;1787030809301;166257.375
1787030809311;194443.40625;1787030809311;166257.375
1787030809321;194443.40625;1787030809321;166257.375
1787030809331;194585.34375;1787030809331;166331.1875
1787030809341;194663.1875;1787030809341;166356.171875
1787030809351;194663.1875;1787030809351;166356.171875
1787030809361;194663.1875;1787030809361;166356.171875
1787030809371;194663.1875;1787030809371;166356.171875
1787030809381;194663.1875;1787030809381;166356.171875
1787030809391;194663.1875;1787030809391;166356.171875
1787030809401;194730.078125;1787030809401;166367.453125
1787030809411;194855.96875;1787030809411;166390.9375
1787030809421;194888.59375;1787030809421;166401.140625
1787030809431;194888.59375;1787030809431;166401.140625
1787030809441;194888.59375;1787030809441;166401.140625
1787030809451;194888.59375;1787030809451;166401.140625
1787030809461;194888.59375;1787030809461;166401.140625
1787030809471;194888.59375;1787030809471;166401.140625
1787030809481;194959.28125;1787030809481;166444.40625
1787030809491;194959.28125;1787030809491;166444.40625
1787030809501;194959.28125;1787030809501;166444.40625
1787030809511;194959.28125;1787030809511;166444.40625
1787030809521;194959.28125;1787030809521;166444.40625
1787030809531;194959.28125;1787030809531;166444.40625
1787030809541;194959.28125;1787030809541;166444.40625
1787030809551;195188.453125;1787030809551;166503.40625
1787030809561;195206.71875;1787030809561;166506.15625
1787030809571;195218.828125;1787030809571;166507.828125
1787030809581;195218.828125;1787030809581;166507.828125
1787030809591;195218.828125;1787030809591;166507.828125
1787030809601;195218.828125;1787030809601;166507.828125
1787030809611;195218.828125;1787030809611;166507.828125
1787030809621;195218.828125;1787030809621;166507.828125
1787030809631;195395.234375;1787030809631;166576.453125
1787030809641;195455.609375;1787030809641;166600.09375
1787030809651;195455.609375;1787030809651;166600.09375
1787030809661;195455.609375;1787030809661;166600.09375
1787030809671;195455.609375;1787030809671;166600.09375
1787030809681;195455.609375;1787030809681;166600.09375
1787030809691;195455.609375;1787030809691;166600.09375
1787030809701;195538.171875;1787030809701;166628.859375
1787030809711;195134.046875;1787030809711;166450.109375
1787030809721;194635.96875;1787030809721;166250.234375
1787030809731;194635.96875;1787030809731;166250.234375
1787030809741;194635.96875;1787030809741;166250.234375
1787030809751;194635.96875;1787030809751;166250.234375
1787030809761;194635.96875;1787030809761;166250.234375
1787030809771;194635.96875;1787030809771;166250.234375
1787030809781;193762.90625;1787030809781;165930.171875
1787030809791;193733.015625;1787030809791;165920.390625
1787030809801;193733.015625;1787030809801;165920.390625
1787030809811;193733.015625;1787030809811;165920.390625
1787030809821;193733.015625;1787030809821;165920.390625
1787030809831;193733.015625;1787030809831;165920.390625
1787030809841;193733.015625;1787030809841;165920.390625
1787030809851;193847.78125;1787030809851;165922.109375
1787030809861;193843;1787030809861;165910.953125
1787030809871;193843;1787030809871;165910.953125
1787030809881;193843;1787030809881;165910.953125
1787030809891;193843;1787030809891;165910.953125
1787030809901;193843;1787030809901;165910.953125
1787030809911;193843;1787030809911;165910.953125
1787030809921;193848.3125;1787030809921;165897.203125
1787030809931;193997.75;1787030809931;165950.046875
1787030809941;194084.953125;1787030809941;165987.421875
1787030809951;194084.953125;1787030809951;165987.421875
1787030809961;194084.953125;1787030809961;165987.421875
1787030809971;194084.953125;1787030809971;165987.421875
1787030809981;194084.953125;1787030809981;165987.421875
1787030809991;194084.953125;1787030809991;165987.421875
1787030810001;194075.9375;1787030810001;165958.859375
1787030810011;194048.859375;1787030810011;165940.734375
1787030810021;194003.65625;1787030810021;165913.671875
1787030810031;194003.65625;1787030810031;165913.671875
1787030810041;194003.65625;1787030810041;165913.671875
1787030810051;194003.65625;1787030810051;165913.671875
1787030810061;194003.65625;1787030810061;165913.671875
1787030810071;194003.65625;1787030810071;165913.671875
1787030810081;194044.796875;1787030810081;165941.0625
1787030810091;194044.796875;1787030810091;165941.0625
1787030810101;194069.5;1787030810101;165952.71875
1787030810111;194069.5;1787030810111;165952.71875
1787030810121;194069.5;1787030810121;165952.71875
1787030810131;194069.5;1787030810131;165952.71875
1787030810141;194069.5;1787030810141;165952.71875
1787030810151;194069.5;1787030810151;165952.71875
1787030810161;194153.03125;1787030810161;166000.578125
1787030810171;194153.03125;1787030810171;166000.578125
1787030810181;194153.03125;1787030810181;166000.578125
1787030810191;194153.03125;1787030810191;166000.578125
1787030810201;194153.03125;1787030810201;166000.578125
1787030810211;194153.03125;1787030810211;166000.578125
1787030810221;194395.1875;1787030810221;166068.390625
1787030810231;194502.21875;1787030810231;166110.84375
1787030810241;194544.6875;1787030810241;166131.140625
1787030810251;194544.6875;1787030810251;166131.140625
1787030810261;194544.6875;1787030810261;166131.140625
1787030810271;194544.6875;1787030810271;166131.140625
1787030810281;194544.6875;1787030810281;166131.140625
1787030810291;194544.6875;1787030810291;166131.140625
1787030810301;194724.234375;1787030810301;166196.28125
1787030810311;194724.234375;1787030810311;166196.28125
1787030810321;194775.296875;1787030810321;166211.53125
1787030810331;194775.296875;1787030810331;166211.53125
1787030810341;194775.296875;1787030810341;166211.53125
1787030810351;194775.296875;1787030810351;166211.53125
1787030810361;194775.296875;1787030810361;166211.53125
1787030810371;194775.296875;1787030810371;166211.53125
1787030810381;194989.703125;1787030810381;166292.84375
1787030810391;195097.828125;1787030810391;166330.6875
1787030810401;195097.828125;1787030810401;166330.6875
1787030810411;195097.828125;1787030810411;166330.6875
1787030810421;195097.828125;1787030810421;166330.6875
1787030810431;195097.828125;1787030810431;166330.6875
1787030810441;195097.828125;1787030810441;166330.6875
1787030810451;195131.9375;1787030810451;166342.75
1787030810461;194723.1875;1787030810461;166175.375
1787030810471;194343.03125;1787030810471;166017.140625
1787030810481;194343.03125;1787030810481;166017.140625
1787030810491;194343.03125;1787030810491;166017.140625
1787030810501;194343.03125;1787030810501;166017.140625
1787030810511;194343.03125;1787030810511;166017.140625
1787030810521;194343.03125;1787030810521;166017.140625
1787030810531;193696.765625;1787030810531;165757.015625
1787030810541;193539.125;1787030810541;165698.546875
1787030810551;193539.125;1787030810551;165698.546875
1787030810561;193539.125;1787030810561;165698.546875
1787030810571;193539.125;1787030810571;165698.546875
1787030810581;193539.125;1787030810581;165698.546875
1787030810591;193539.125;1787030810591;165698.546875
1787030810601;193657.125;1787030810601;165720.265625
1787030810611;193701.578125;1787030810611;165733.984375
1787030810621;193738.765625;1787030810621;165747.34375
1787030810631;193738.765625;1787030810631;165747.34375
1787030810641;193738.765625;1787030810641;165747.34375
1787030810651;193738.765625;1787030810651;165747.34375
1787030810661;193738.765625;1787030810661;165747.34375
1787030810671;193738.765625;1787030810671;165747.34375
1787030810681;193900.140625;1787030810681;165817.09375
1787030810691;193940.828125;1787030810691;165831.046875
1787030810701;193940.828125;1787030810701;165831.046875
1787030810711;193940.828125;1787030810711;165831.046875
1787030810721;193940.828125;1787030810721;165831.046875
1787030810731;193940.828125;1787030810731;165831.046875
1787030810741;193940.828125;1787030810741;165831.046875
1787030810751;194070.796875;1787030810751;165873.125
1787030810761;194077.703125;1787030810761;165869.375
1787030810771;194061.8125;1787030810771;165858.5625
1787030810781;194061.8125;1787030810781;165858.5625
1787030810791;194061.8125;1787030810791;165858.5625
