ECG_I_Filtered,ECG_I_mV,PPG_RED_Filtered,PPG_IR_Filtered,{'Hz': 250}
,,,,ecg_mv = (ecg_data - 11872) / (2 ** 24) * 1000 * 0.7867+ 0.0093
1227.7061351055,-0.4898213073,0.4700491174,0.3500030645,
1111.9206619338,-0.4952506010,0.4922534393,0.3719651663,
1015.7586243463,-0.4997597326,0.5135506832,0.3931817725,
942.8692160829,-0.5031775879,0.5339595820,0.4136573316,
878.8073845845,-0.5061815096,0.5535567966,0.4334185611,
799.3538278300,-0.5099071643,0.5724190919,0.4525072658,
683.5549924647,-0.5153370845,0.5906651011,0.4709928802,
525.4901912709,-0.5227488969,0.6084421408,0.4889569871,
337.7187212853,-0.5315536841,0.6259005939,0.5065089794,
144.3598638702,-0.5406204692,0.6432340530,0.5237690799,
-27.2671152137,-0.5486682255,0.6606446103,0.5408751184,
-151.8829657314,-0.5545115841,0.6783354562,0.5579755432,
-206.7284528948,-0.5570833424,0.6965407351,0.5752307316,
-169.4443572822,-0.5553350548,0.7154850165,0.5928082956,
-13.9514747546,-0.5480438421,0.7353922682,0.6108761726,
294.8293836306,-0.5335648069,0.7564856544,0.6296008678,
806.2573917078,-0.5095834494,0.7789719140,0.6491508180,
1582.2117082948,-0.4731981957,0.8030341459,0.6696745087,
2677.6114772860,-0.4218338336,0.8288428494,0.6913134540,
4097.6158277493,-0.3552484464,0.8565336812,0.7141937778,
5741.8238740238,-0.2781499296,0.8862057936,0.7384113128,
7365.5947158219,-0.2020097332,0.9179167849,0.7640460446,
8595.8074383324,-0.1443238604,0.9516795692,0.7911386269,
9021.9411123270,-0.1243420373,0.9874609866,0.8196996340,
8343.3547942684,-0.1561616108,1.0251722861,0.8497074839,
6513.3675264219,-0.2419714962,1.0646702354,0.8810990202,
3805.0583369683,-0.3689667521,1.1057582461,0.9137621237,
752.4262401203,-0.5121076446,1.1481693340,0.9475568400,
-2019.8497637598,-0.6421023667,1.1915963327,0.9822923008,
-4006.1706880390,-0.7352428896,1.2356671857,1.0177334988,
-4975.3375596909,-0.7806880682,1.2799553893,1.0536069686,
-5005.5914191701,-0.7821067012,1.3239911546,1.0895991554,
-4397.3333202848,-0.7535848864,1.3672470820,1.1253555558,
-3519.7643300664,-0.7124348217,1.4091740151,1.1604926819,
-2669.9655286377,-0.6725869282,1.4491778339,1.1945915970,
-2001.5780090779,-0.6412455863,1.4866421618,1.2272083373,
-1533.6028772860,-0.6193017766,1.5209362836,1.2578839573,
-1207.5612518415,-0.6040133672,1.5514184647,1.2861388636,
-949.5342638635,-0.5919142304,1.5774603118,1.3114913266,
-707.9230568669,-0.5805848455,1.5984212480,1.3334526710,
-462.2087866168,-0.5690630641,1.6137146917,1.3515472603,
-213.9926209806,-0.5574239663,1.6227609775,1.3653117511,
24.9642602218,-0.5462190454,1.6250352820,1.3743030380,
240.9006653700,-0.5360935770,1.6200622060,1.3781054203,
422.7353911977,-0.5275671696,1.6074263639,1.3763461225,
565.8272229483,-0.5208574542,1.5867833300,1.3686878346,
674.6949345335,-0.5157525412,1.5578654104,1.3548473755,
761.9372886939,-0.5116616622,1.5204830031,1.3345950149,
842.2330371603,-0.5078965164,1.4745400008,1.3077630847,
924.7009208191,-0.5040295170,1.4200352357,1.2742477497,
1009.6996698774,-0.5000438428,1.3570549920,1.2340114495,
1091.8680040319,-0.4961908896,1.2857796977,1.1870916970,
1166.9646326384,-0.4926695356,1.2064948842,1.1335910171,
1236.9482548837,-0.4893879353,1.1195749126,1.0736962485,
1309.0975599593,-0.4860047842,1.0254754682,1.0076497387,
1389.2912272370,-0.4822444250,0.9247528510,0.9357753587,
1452.2879264460,-0.4792904484,0.8180305166,0.8584628327,
1481.1263178515,-0.4779381881,0.7060125444,0.7761578105,
1458.9650524361,-0.4789773515,0.5894634331,0.6893703470,
1377.8027720815,-0.4827831298,0.4692011286,0.5986609949,
1246.1981097531,-0.4889542006,0.3460519792,0.5046311247,
1137.5896896851,-0.4940469552,0.2209674009,0.4079298784,
1102.9761275680,-0.4956700189,0.0948251709,0.3092235876,
1185.1960307374,-0.4918146475,-0.0314510646,0.2092098086,
1405.4879983644,-0.4814849426,-0.1569371580,0.1085964467,
1753.2906216469,-0.4651761388,-0.2807260099,0.0080936574,
2160.0824840036,-0.4461012722,-0.4019500906,-0.0915923740,
2548.9021612682,-0.4278691388,-0.5197504350,-0.1897652801,
2843.1482218855,-0.4140716544,-0.6333432532,-0.2857602369,
2994.5792271089,-0.4069709070,-0.7419831024,-0.3789307221,
3005.5937311995,-0.4064544262,-0.8449975053,-0.4686709283,
2933.1902816255,-0.4098494945,-0.9417804104,-0.5544292388,
2869.5274192639,-0.4128347081,-1.0318001783,-0.6356868775,
2904.6036786030,-0.4111899482,-1.1146134256,-0.7119941348,
3088.5775879461,-0.4025632323,-1.1898601490,-0.7829538260,
3411.5676696159,-0.3874179128,-1.2572581953,-0.8482357443,
3811.5724401611,-0.3686612995,-1.3166241696,-0.9075724697,
4204.7504105630,-0.3502248015,-1.3678596246,-0.9607637317,
4523.0600864433,-0.3352989507,-1.4109401500,-1.0076754326,
4740.6599682737,-0.3250954803,-1.4459457717,-1.0482458288,
4878.7085515854,-0.3186222478,-1.4730082955,-1.0824685982,
4988.1243271800,-0.3134916355,-1.4923498262,-1.1104074902,
5121.4257813415,-0.3072410005,-1.5042590836,-1.1321872661,
5306.5313960486,-0.2985612179,-1.5090766308,-1.1479777044,
5533.8396491882,-0.2879025125,-1.5072078263,-1.1580151438,
5759.4690147694,-0.2773225318,-1.4990913181,-1.1625677525,
5921.3779631383,-0.2697304635,-1.4852141654,-1.1619559553,
5960.8449611936,-0.2678798175,-1.4660948680,-1.1565265246,
5841.4284726028,-0.2734793730,-1.4422600193,-1.1466608555,
5559.2069580184,-0.2867130147,-1.4142694159,-1.1327614196,
5142.3388752957,-0.3062603651,-1.3826763837,-1.1152465543,
4642.6226797102,-0.3296925443,-1.3480364072,-1.0945482470,
4120.4968241760,-0.3541755342,-1.3109034344,-1.0710984177,
3626.8797594640,-0.3773217192,-1.2718092219,-1.0453323914,
3184.7699344215,-0.3980526795,-1.2312745557,-1.0176831999,
2779.2057961908,-0.4170699770,-1.1897904248,-0.9885607131,
2363.2657904293,-0.4365738090,-1.1478147331,-0.9583754708,
1883.3083615293,-0.4590794804,-1.1057907356,-0.9275039409,
1312.4519528374,-0.4858474934,-1.0641042132,-0.8963125048,
674.4150068757,-0.5157656673,-1.0231156127,-0.8651356644,
39.9559655610,-0.5455160697,-0.9831453527,-0.8342808110,
-506.7267295740,-0.5711505538,-0.9444708720,-0.8040244941,
-914.5546371608,-0.5902740016,-0.9073334310,-0.7746197089,
-1196.4093157746,-0.6034904420,-0.8719250165,-0.7462787756,
-1432.8123237139,-0.6145756093,-0.8384104665,-0.7191902694,
-1662.5252187807,-0.6253470707,-0.8069046532,-0.6935031480,
-1905.0695580602,-0.6367202111,-0.7774981006,-0.6693437211,
-2141.8068977010,-0.6478210555,-0.7502361700,-0.6468065445,
-2321.0587926957,-0.6562263515,-0.7251432058,-0.6259481782,
-2363.4667966614,-0.6582149041,-0.7022000287,-0.6068166510,
-2327.9124616209,-0.6565477267,-0.6813791446,-0.5894186789,
-2281.2373377842,-0.6543590847,-0.6626188683,-0.5737443352,
-2273.1629733303,-0.6539804698,-0.6458345627,-0.5597651547,
-2321.9709141894,-0.6562691217,-0.6309358408,-0.5474292736,
-2427.0227038257,-0.6611951025,-0.6178098524,-0.5366753008,
-2515.7198830213,-0.6653541996,-0.6063339347,-0.5274169477,
-2534.0639896594,-0.6662143726,-0.5963781731,-0.5195722063,
-2467.6565585096,-0.6631004635,-0.5878129873,-0.5130358351,
-2340.9391210128,-0.6571585594,-0.5804872426,-0.5077033858,
-2200.7932050673,-0.6505869809,-0.5742774687,-0.5034604350,
-2094.5803348159,-0.6456065560,-0.5690318467,-0.5001955353,
-2051.7020304331,-0.6435959505,-0.5646306357,-0.4977918336,
-2073.7598079137,-0.6446302612,-0.5609314616,-0.4961341322,
-2136.0351788623,-0.6475504140,-0.5578170492,-0.4951052145,
-2199.6896502837,-0.6505352342,-0.5551728130,-0.4945997287,
-2230.4847243737,-0.6519792452,-0.5528927290,-0.4945078322,
-2215.1018983118,-0.6512579295,-0.5508743714,-0.4947262940,
-2166.1026640547,-0.6489603077,-0.5490300037,-0.4951620718,
-2111.8485081302,-0.6464162774,-0.5472866111,-0.4957220450,
-2076.9009114335,-0.6447775506,-0.5455628901,-0.4963263388,
-2065.5813490236,-0.6442467653,-0.5438079053,-0.4968928377,
-2060.3712899212,-0.6440024605,-0.5419675842,-0.4973542389,
-2036.8721969086,-0.6429005652,-0.5399929906,-0.4976466234,
-1984.6055263296,-0.6404497301,-0.5378527548,-0.4977116739,
-1918.0127278919,-0.6373271289,-0.5355091725,-0.4974991097,
-1868.4152444700,-0.6350014546,-0.5329502353,-0.4969617634,
-1862.5345119107,-0.6347257013,-0.5301352458,-0.4960605528,
-1903.0519588382,-0.6366256039,-0.5270665408,-0.4947608790,
-1965.7290064628,-0.6395645917,-0.5237130757,-0.4930309690,
-2014.8470683895,-0.6418677854,-0.5200710789,-0.4908436487,
-2026.5275504288,-0.6424154946,-0.5161169519,-0.4881761242,
-2003.7318504096,-0.6413465821,-0.5118445936,-0.4850083483,
-1974.0613579925,-0.6399553038,-0.5072317001,-0.4813213679,
