ECG_I_Filtered,ECG_I_mV,PPG_RED_Filtered,PPG_IR_Filtered,{'Hz': 250}
,,,,ecg_mv = (ecg_data - 11872) / (2 ** 24) * 1000 * 0.7867+ 0.0093
4890.5217788831,-0.3180683141,0.0869232653,0.1436038340,
4896.9855494324,-0.3177652216,-0.0148175237,0.0336157711,
4874.0791739221,-0.3188393238,-0.1160488062,-0.0758929801,
4804.8560832311,-0.3220852620,-0.2161989384,-0.1843656954,
4702.5132759714,-0.3268842159,-0.3147033771,-0.2912588730,
4610.3513120414,-0.3312057801,-0.4110220473,-0.3960460142,
4582.0943089400,-0.3325307785,-0.5046377429,-0.4982271908,
4659.7781463904,-0.3288881077,-0.5950627709,-0.5973223055,
4855.6786723491,-0.3197021413,-0.6818465874,-0.6928849258,
5141.7117034707,-0.3062897738,-0.7645739195,-0.7845055901,
5454.8730255807,-0.2916053344,-0.8428674938,-0.8718061942,
5741.7983941535,-0.2781511244,-0.9164035676,-0.9544486663,
5961.6035347981,-0.2678442472,-0.9848996457,-1.0321381423,
6106.8841437493,-0.2610318980,-1.0481236916,-1.1046235066,
6206.3558883662,-0.2563675710,-1.1058882063,-1.1717110681,
6310.6544076362,-0.2514769118,-1.1580645300,-1.2332113144,
6425.0153126857,-0.2461144176,-1.2045645288,-1.2890259646,
6545.8341872971,-0.2404491029,-1.2453565570,-1.3390805815,
6657.0665884317,-0.2352333072,-1.2804482662,-1.3833427657,
6730.9480467589,-0.2317689337,-1.3099004890,-1.4218316687,
6733.4740671912,-0.2316504861,-1.3338097498,-1.4545974084,
6653.7601294255,-0.2353883503,-1.3523169108,-1.4817379568,
6481.0016884895,-0.2434891619,-1.3655972914,-1.5033811995,
6206.4341752954,-0.2563639000,-1.3738600282,-1.5196931740,
5831.4929971976,-0.2739452571,-1.3773449114,-1.5308684576,
5375.7735385573,-0.2953143864,-1.3763105376,-1.5371307287,
4876.6711613124,-0.3187177830,-1.3710445832,-1.5387224076,
4378.5812055523,-0.3420737062,-1.3618463070,-1.5359150576,
3917.6589900995,-0.3636867978,-1.3490298821,-1.5289917157,
3511.6598130950,-0.3827244947,-1.3329172912,-1.5182503549,
3160.9389525900,-0.3991701375,-1.3138333739,-1.5039981560,
2859.2516671428,-0.4133165481,-1.2921092522,-1.4865510225,
2605.7931964202,-0.4252014627,-1.2680691188,-1.4662277533,
2409.0387618045,-0.4344274698,-1.2420305794,-1.4433440512,
2279.3835670051,-0.4405071282,-1.2143065953,-1.4182174243,
2216.0627986757,-0.4434763007,-1.1851985254,-1.3911606086,
2197.9116270351,-0.4443274268,-1.1549896362,-1.3624695178,
2185.8052064935,-0.4448951087,-1.1239503818,-1.3324404329,
2136.2586762838,-0.4472183937,-1.0923384336,-1.3013488166,
2019.3071610960,-0.4527023642,-1.0603851524,-1.2694622187,
1831.3057717177,-0.4615179325,-1.0283096368,-1.2370253057,
1597.0896056777,-0.4725005566,-0.9963044132,-1.2042719632,
1360.0137478947,-0.4836172745,-0.9645467284,-1.1714124866,
1164.7932713292,-0.4927713528,-0.9331911648,-1.1386414227,
1039.9832376405,-0.4986238169,-0.9023735165,-1.1061340930,
987.5386978471,-0.5010829924,-0.8722070797,-1.0740402132,
983.1346929908,-0.5012895005,-0.8427855468,-1.0424964826,
988.1662548052,-0.5010535657,-0.8141873990,-1.0116157459,
967.7884063869,-0.5020091028,-0.7864695061,-0.9814928641,
907.4761628716,-0.5048372027,-0.7596730015,-0.9521989310,
820.0245321123,-0.5089378948,-0.7338216410,-0.9237931615,
739.7485153618,-0.5127021154,-0.7089301064,-0.8963125707,
705.2831079578,-0.5143182320,-0.6849859796,-0.8697759585,
739.8233000121,-0.5126986087,-0.6619812513,-0.8441907329,
838.0040771015,-0.5080948164,-0.6398808306,-0.8195427772,
